,age,gender,q3,continente,q4,q6,q8,q21,q22,q41
218,22-24,Man,Pakistan,Asia,Bachelor’s degree,< 1 years,Python,50-249 employees,3-4,Basic statistical software (Microsoft Excel-Google Sheets)
219,30-34,Man,United States of America,América del Norte,Some college/university study without earning a bachelor’s degree,1-3 years,Python,"1000-9,999 employees",1-2,Basic statistical software (Microsoft Excel-Google Sheets)
220,25-29,Man,Egypt,África,Bachelor’s degree,< 1 years,SQL,250-999 employees,5-9,Basic statistical software (Microsoft Excel-Google Sheets)
221,22-24,Man,Poland,Europa,Master’s degree,1-3 years,Python,"10,000 or more employees",1-2,Basic statistical software (Microsoft Excel-Google Sheets)
222,25-29,Man,Ecuador,América del Sur,Bachelor’s degree,< 1 years,Python,"10,000 or more employees",10-14,
223,30-34,Man,Kenya,África,Master’s degree,1-3 years,Python,"1000-9,999 employees",1-2,Basic statistical software (Microsoft Excel-Google Sheets)
224,30-34,Man,Nigeria,África,Master’s degree,3-5 years,Python,0-49 employees,20+,Other
225,30-34,Man,United States of America,América del Norte,Bachelor’s degree,3-5 years,SQL,"1000-9,999 employees",5-9,Basic statistical software (Microsoft Excel-Google Sheets)
226,30-34,Man,Bangladesh,Asia,Some college/university study without earning a bachelor’s degree,< 1 years,Java,50-249 employees,1-2,Basic statistical software (Microsoft Excel-Google Sheets)
227,30-34,Man,France,Europa,Master’s degree,10-20 years,Python,50-249 employees,1-2,Local development environments (RStudio-JupyterLab)
228,35-39,Prefer not to say,Malaysia,Asia,Master’s degree,1-3 years,Javascript,250-999 employees,1-2,Basic statistical software (Microsoft Excel-Google Sheets)
229,22-24,Woman,China,Asia,Bachelor’s degree,< 1 years,Python,0-49 employees,5-9,Local development environments (RStudio-JupyterLab)
230,25-29,Man,Taiwan,Asia,Bachelor’s degree,1-3 years,SQL,250-999 employees,5-9,Basic statistical software (Microsoft Excel-Google Sheets)
231,25-29,Man,India,Asia,Bachelor’s degree,I have never written code,,50-249 employees,3-4,
232,25-29,Man,Kenya,África,Bachelor’s degree,1-3 years,Python,0-49 employees,0,Basic statistical software (Microsoft Excel-Google Sheets)
233,25-29,Man,United States of America,América del Norte,Master’s degree,5-10 years,Python,50-249 employees,1-2,Other
234,25-29,Man,Russia,Asia,Master’s degree,1-3 years,Python,,,
235,18-21,Man,India,Asia,Bachelor’s degree,< 1 years,Python,0-49 employees,5-9,Basic statistical software (Microsoft Excel-Google Sheets)
236,35-39,Man,India,Asia,Master’s degree,1-3 years,Python,0-49 employees,0,Business intelligence software (Salesforce-Tableau-Spotfire)
237,18-21,Man,Russia,Asia,Master’s degree,< 1 years,SQL,50-249 employees,3-4,Basic statistical software (Microsoft Excel-Google Sheets)
238,25-29,Man,India,Asia,Master’s degree,< 1 years,Python,0-49 employees,0,
239,30-34,Man,India,Asia,Bachelor’s degree,5-10 years,Python,"10,000 or more employees",20+,Basic statistical software (Microsoft Excel-Google Sheets)
240,35-39,Man,Singapore,Asia,Bachelor’s degree,10-20 years,SQL,"1000-9,999 employees",20+,Business intelligence software (Salesforce-Tableau-Spotfire)
241,30-34,Man,United States of America,América del Norte,Bachelor’s degree,< 1 years,SQL,"1000-9,999 employees",20+,Basic statistical software (Microsoft Excel-Google Sheets)
242,25-29,Man,Netherlands,Europa,Master’s degree,5-10 years,Python,"10,000 or more employees",20+,Local development environments (RStudio-JupyterLab)
243,25-29,Man,Ecuador,América del Sur,Master’s degree,1-3 years,Python,250-999 employees,3-4,
244,50-54,Man,Other,,Master’s degree,20+ years,R,0-49 employees,1-2,Advanced statistical software (SPSS-SAS)
245,25-29,Man,Russia,Asia,Master’s degree,< 1 years,Python,250-999 employees,1-2,Basic statistical software (Microsoft Excel-Google Sheets)
246,25-29,Woman,Poland,Europa,Master’s degree,< 1 years,Python,0-49 employees,1-2,Local development environments (RStudio-JupyterLab)
247,30-34,Woman,Egypt,África,Master’s degree,1-3 years,Python,0-49 employees,0,Basic statistical software (Microsoft Excel-Google Sheets)
248,40-44,Man,France,Europa,Master’s degree,< 1 years,Python,,,
249,30-34,Man,Nigeria,África,Master’s degree,< 1 years,R,0-49 employees,0,Local development environments (RStudio-JupyterLab)
250,40-44,Woman,Brazil,América del Sur,Doctoral degree,20+ years,Python,250-999 employees,1-2,
251,30-34,Man,Switzerland,Europa,Master’s degree,5-10 years,SQL,"10,000 or more employees",20+,
252,25-29,Woman,India,Asia,Master’s degree,1-3 years,Python,50-249 employees,20+,
253,45-49,Man,Peru,América del Sur,Bachelor’s degree,5-10 years,Python,0-49 employees,1-2,Basic statistical software (Microsoft Excel-Google Sheets)
254,30-34,Man,Pakistan,Asia,Bachelor’s degree,I have never written code,,"1000-9,999 employees",5-9,
255,35-39,Man,Nigeria,África,Bachelor’s degree,1-3 years,Python,"1000-9,999 employees",3-4,Basic statistical software (Microsoft Excel-Google Sheets)
256,40-44,Man,Spain,Europa,Master’s degree,10-20 years,Python,250-999 employees,3-4,Local development environments (RStudio-JupyterLab)
257,25-29,Woman,United States of America,América del Norte,Master’s degree,< 1 years,Python,"10,000 or more employees",0,Basic statistical software (Microsoft Excel-Google Sheets)
258,22-24,Woman,Egypt,África,Bachelor’s degree,3-5 years,Python,250-999 employees,5-9,Other
259,55-59,Man,Italy,Europa,No formal education past high school,3-5 years,SQL,"1000-9,999 employees",20+,Business intelligence software (Salesforce-Tableau-Spotfire)
260,40-44,Man,Brazil,América del Sur,Doctoral degree,< 1 years,R,"1000-9,999 employees",0,Local development environments (RStudio-JupyterLab)
261,25-29,Man,India,Asia,Bachelor’s degree,< 1 years,Python,"10,000 or more employees",5-9,
262,35-39,Man,Other,,Master’s degree,1-3 years,Python,"10,000 or more employees",1-2,Local development environments (RStudio-JupyterLab)
263,40-44,Woman,Egypt,África,Professional doctorate,10-20 years,Python,0-49 employees,5-9,Basic statistical software (Microsoft Excel-Google Sheets)
264,22-24,Man,India,Asia,Bachelor’s degree,1-3 years,Python,"10,000 or more employees",0,
265,30-34,Woman,India,Asia,Doctoral degree,3-5 years,Python,0-49 employees,5-9,
266,22-24,Man,India,Asia,Bachelor’s degree,< 1 years,Python,50-249 employees,1-2,Basic statistical software (Microsoft Excel-Google Sheets)
267,25-29,Woman,India,Asia,I prefer not to answer,< 1 years,Python,0-49 employees,0,
268,18-21,Man,India,Asia,Bachelor’s degree,< 1 years,Python,,,
269,22-24,Woman,India,Asia,Bachelor’s degree,1-3 years,Python,"1000-9,999 employees",10-14,Advanced statistical software (SPSS-SAS)
270,30-34,Man,India,Asia,Bachelor’s degree,5-10 years,Python,50-249 employees,3-4,Basic statistical software (Microsoft Excel-Google Sheets)
271,30-34,Man,United States of America,América del Norte,Master’s degree,< 1 years,Python,"1000-9,999 employees",1-2,Business intelligence software (Salesforce-Tableau-Spotfire)
272,18-21,Man,India,Asia,Bachelor’s degree,1-3 years,Python,50-249 employees,,
273,35-39,Man,Germany,Europa,Master’s degree,1-3 years,SQL,"10,000 or more employees",1-2,Business intelligence software (Salesforce-Tableau-Spotfire)
274,30-34,Man,Other,,Master’s degree,< 1 years,Python,250-999 employees,10-14,Basic statistical software (Microsoft Excel-Google Sheets)
275,25-29,Prefer not to say,Poland,Europa,Master’s degree,3-5 years,Python,"1000-9,999 employees",0,Other
276,30-34,Man,Hong Kong (S.A.R.),Asia,Master’s degree,10-20 years,Python,"10,000 or more employees",1-2,Basic statistical software (Microsoft Excel-Google Sheets)
277,18-21,Man,Nigeria,África,Master’s degree,3-5 years,Python,0-49 employees,1-2,
278,18-21,Man,India,Asia,Bachelor’s degree,1-3 years,Python,0-49 employees,1-2,Local development environments (RStudio-JupyterLab)
279,30-34,Man,India,Asia,Master’s degree,I have never written code,,250-999 employees,1-2,
280,60-69,Man,United States of America,América del Norte,Bachelor’s degree,< 1 years,Python,0-49 employees,1-2,
281,22-24,Woman,South Korea,Asia,I prefer not to answer,< 1 years,Python,0-49 employees,0,Basic statistical software (Microsoft Excel-Google Sheets)
282,22-24,Man,Romania,Europa,Bachelor’s degree,3-5 years,Python,"10,000 or more employees",20+,Business intelligence software (Salesforce-Tableau-Spotfire)
283,25-29,Woman,United States of America,América del Norte,Master’s degree,5-10 years,R,50-249 employees,3-4,
284,22-24,Woman,India,Asia,I prefer not to answer,< 1 years,Python,"1000-9,999 employees",0,Other
285,25-29,Man,India,Asia,Bachelor’s degree,I have never written code,,0-49 employees,0,Basic statistical software (Microsoft Excel-Google Sheets)
286,25-29,Man,India,Asia,Master’s degree,1-3 years,Python,0-49 employees,3-4,Local development environments (RStudio-JupyterLab)
287,25-29,Man,Poland,Europa,Master’s degree,1-3 years,R,"10,000 or more employees",20+,
288,18-21,Man,Viet Nam,Asia,I prefer not to answer,1-3 years,Python,50-249 employees,5-9,
289,25-29,Man,India,Asia,Master’s degree,3-5 years,R,0-49 employees,0,Basic statistical software (Microsoft Excel-Google Sheets)
290,22-24,Man,Tunisia,África,Master’s degree,3-5 years,Python,250-999 employees,1-2,
291,22-24,Woman,India,Asia,Master’s degree,< 1 years,Python,"10,000 or more employees",0,Basic statistical software (Microsoft Excel-Google Sheets)
292,18-21,Man,India,Asia,Master’s degree,3-5 years,Python,"10,000 or more employees",20+,Business intelligence software (Salesforce-Tableau-Spotfire)
293,22-24,Man,United States of America,América del Norte,Bachelor’s degree,5-10 years,Python,0-49 employees,1-2,Basic statistical software (Microsoft Excel-Google Sheets)
294,25-29,Woman,Brazil,América del Sur,Master’s degree,1-3 years,Python,50-249 employees,1-2,Local development environments (RStudio-JupyterLab)
295,30-34,Man,India,Asia,Bachelor’s degree,I have never written code,,"1000-9,999 employees",20+,
296,25-29,Woman,Nigeria,África,Bachelor’s degree,< 1 years,Python,0-49 employees,3-4,Basic statistical software (Microsoft Excel-Google Sheets)
297,40-44,Man,Nigeria,África,Master’s degree,10-20 years,Python,50-249 employees,3-4,Basic statistical software (Microsoft Excel-Google Sheets)
298,30-34,Woman,Germany,Europa,Master’s degree,10-20 years,R,50-249 employees,1-2,Local development environments (RStudio-JupyterLab)
299,45-49,Man,Canada,América del Norte,Master’s degree,10-20 years,Python,250-999 employees,5-9,Local development environments (RStudio-JupyterLab)
300,35-39,Man,India,Asia,Master’s degree,I have never written code,,250-999 employees,3-4,Basic statistical software (Microsoft Excel-Google Sheets)
301,18-21,Man,India,Asia,Some college/university study without earning a bachelor’s degree,< 1 years,Python,0-49 employees,0,Basic statistical software (Microsoft Excel-Google Sheets)
302,25-29,Man,Netherlands,Europa,Master’s degree,1-3 years,Python,"10,000 or more employees",20+,Business intelligence software (Salesforce-Tableau-Spotfire)
303,22-24,Prefer to self-describe,India,Asia,Bachelor’s degree,3-5 years,SQL,"10,000 or more employees",20+,Business intelligence software (Salesforce-Tableau-Spotfire)
304,30-34,Woman,India,Asia,I prefer not to answer,1-3 years,Python,0-49 employees,1-2,
305,25-29,Woman,Spain,Europa,Bachelor’s degree,1-3 years,Python,"1000-9,999 employees",5-9,Business intelligence software (Salesforce-Tableau-Spotfire)
306,40-44,Man,United States of America,América del Norte,Master’s degree,3-5 years,Python,"1000-9,999 employees",0,Basic statistical software (Microsoft Excel-Google Sheets)
307,22-24,Prefer not to say,China,Asia,Master’s degree,< 1 years,Python,0-49 employees,0,Basic statistical software (Microsoft Excel-Google Sheets)
308,25-29,Man,Colombia,América del Sur,Master’s degree,1-3 years,Python,"10,000 or more employees",0,Local development environments (RStudio-JupyterLab)
309,35-39,Man,Other,,Master’s degree,1-3 years,R,250-999 employees,3-4,Local development environments (RStudio-JupyterLab)
310,40-44,Man,Australia,Oceanía,Master’s degree,1-3 years,R,"1000-9,999 employees",10-14,Local development environments (RStudio-JupyterLab)
311,30-34,Woman,United States of America,América del Norte,Master’s degree,< 1 years,R,0-49 employees,0,Local development environments (RStudio-JupyterLab)
312,25-29,Man,Mexico,América del Sur,Master’s degree,1-3 years,Python,0-49 employees,0,
313,22-24,Man,Other,,Bachelor’s degree,5-10 years,Python,"10,000 or more employees",20+,Local development environments (RStudio-JupyterLab)
314,30-34,Man,United States of America,América del Norte,Doctoral degree,1-3 years,R,50-249 employees,5-9,
315,22-24,Man,India,Asia,Bachelor’s degree,3-5 years,Python,0-49 employees,0,Local development environments (RStudio-JupyterLab)
316,18-21,Man,India,Asia,Bachelor’s degree,1-3 years,Python,"10,000 or more employees",10-14,Basic statistical software (Microsoft Excel-Google Sheets)
317,22-24,Man,United States of America,América del Norte,Master’s degree,< 1 years,Python,250-999 employees,5-9,
318,50-54,Man,Other,,Doctoral degree,< 1 years,Python,250-999 employees,1-2,
319,45-49,Man,United States of America,América del Norte,Bachelor’s degree,5-10 years,SQL,250-999 employees,20+,Basic statistical software (Microsoft Excel-Google Sheets)
320,25-29,Woman,Other,,Master’s degree,1-3 years,Python,50-249 employees,1-2,Basic statistical software (Microsoft Excel-Google Sheets)
321,18-21,Man,Pakistan,Asia,Master’s degree,1-3 years,Python,0-49 employees,3-4,Business intelligence software (Salesforce-Tableau-Spotfire)
322,25-29,Man,Colombia,América del Sur,Some college/university study without earning a bachelor’s degree,< 1 years,Python,50-249 employees,3-4,Business intelligence software (Salesforce-Tableau-Spotfire)
323,25-29,Man,Germany,Europa,Master’s degree,1-3 years,Python,50-249 employees,3-4,Business intelligence software (Salesforce-Tableau-Spotfire)
324,22-24,Man,India,Asia,Master’s degree,< 1 years,SQL,250-999 employees,0,Local development environments (RStudio-JupyterLab)
325,22-24,Man,India,Asia,Master’s degree,1-3 years,Python,,,
326,30-34,Man,Brazil,América del Sur,Bachelor’s degree,5-10 years,SQL,"1000-9,999 employees",20+,Local development environments (RStudio-JupyterLab)
327,45-49,Man,Ecuador,América del Sur,Bachelor’s degree,3-5 years,Python,50-249 employees,1-2,Local development environments (RStudio-JupyterLab)
328,45-49,Man,United States of America,América del Norte,Bachelor’s degree,< 1 years,Python,"1000-9,999 employees",5-9,Basic statistical software (Microsoft Excel-Google Sheets)
329,25-29,Man,United States of America,América del Norte,Bachelor’s degree,1-3 years,Python,0-49 employees,3-4,Local development environments (RStudio-JupyterLab)
330,35-39,Woman,Greece,Europa,Master’s degree,< 1 years,Python,250-999 employees,10-14,Basic statistical software (Microsoft Excel-Google Sheets)
331,30-34,Woman,India,Asia,Professional doctorate,1-3 years,SQL,0-49 employees,0,
332,25-29,Man,United States of America,América del Norte,Bachelor’s degree,1-3 years,Python,"1000-9,999 employees",3-4,Business intelligence software (Salesforce-Tableau-Spotfire)
333,22-24,Man,Brazil,América del Sur,Master’s degree,3-5 years,Python,"1000-9,999 employees",20+,Cloud-based data software & APIs (AWS-GCP-Azure)
334,35-39,Man,Germany,Europa,Master’s degree,< 1 years,Python,0-49 employees,3-4,
335,25-29,Man,Spain,Europa,Bachelor’s degree,1-3 years,Python,"10,000 or more employees",3-4,Local development environments (RStudio-JupyterLab)
336,18-21,Woman,India,Asia,Bachelor’s degree,< 1 years,Python,0-49 employees,20+,
