,age,gender,q3,continente,q4,q6,q21,q22,q39
212,25-29,Man,Hong Kong (S.A.R.),Asia,Master’s degree,1-3 years,250-999 employees,5-9,Streamlit
212,25-29,Man,Hong Kong (S.A.R.),Asia,Master’s degree,1-3 years,250-999 employees,5-9,GitHub
212,25-29,Man,Hong Kong (S.A.R.),Asia,Master’s degree,1-3 years,250-999 employees,5-9,Kaggle
213,25-29,Man,India,Asia,Master’s degree,1-3 years,0-49 employees,3-4,
214,35-39,Man,Saudi Arabia,Asia,Master’s degree,< 1 years,50-249 employees,3-4,I do not share my work publicly
215,22-24,Man,India,Asia,Master’s degree,I have never written code,0-49 employees,1-2,
216,25-29,Woman,Nigeria,África,Bachelor’s degree,< 1 years,"1000-9,999 employees",20+,
217,40-44,Man,Other,,Bachelor’s degree,20+ years,"1000-9,999 employees",0,I do not share my work publicly
218,22-24,Man,Pakistan,Asia,Bachelor’s degree,< 1 years,50-249 employees,3-4,I do not share my work publicly
219,30-34,Man,United States of America,América del Norte,Some college/university study without earning a bachelor’s degree,1-3 years,"1000-9,999 employees",1-2,GitHub
220,25-29,Man,Egypt,África,Bachelor’s degree,< 1 years,250-999 employees,5-9,I do not share my work publicly
221,22-24,Man,Poland,Europa,Master’s degree,1-3 years,"10,000 or more employees",1-2,
222,25-29,Man,Ecuador,América del Sur,Bachelor’s degree,< 1 years,"10,000 or more employees",10-14,
223,30-34,Man,Kenya,África,Master’s degree,1-3 years,"1000-9,999 employees",1-2,
224,30-34,Man,Nigeria,África,Master’s degree,3-5 years,0-49 employees,20+,
225,30-34,Man,United States of America,América del Norte,Bachelor’s degree,3-5 years,"1000-9,999 employees",5-9,I do not share my work publicly
226,30-34,Man,Bangladesh,Asia,Some college/university study without earning a bachelor’s degree,< 1 years,50-249 employees,1-2,Kaggle
226,30-34,Man,Bangladesh,Asia,Some college/university study without earning a bachelor’s degree,< 1 years,50-249 employees,1-2,Colab
227,30-34,Man,France,Europa,Master’s degree,10-20 years,50-249 employees,1-2,Streamlit
227,30-34,Man,France,Europa,Master’s degree,10-20 years,50-249 employees,1-2,GitHub
228,35-39,Prefer not to say,Malaysia,Asia,Master’s degree,1-3 years,250-999 employees,1-2,GitHub
228,35-39,Prefer not to say,Malaysia,Asia,Master’s degree,1-3 years,250-999 employees,1-2,Kaggle
228,35-39,Prefer not to say,Malaysia,Asia,Master’s degree,1-3 years,250-999 employees,1-2,Shiny
229,22-24,Woman,China,Asia,Bachelor’s degree,< 1 years,0-49 employees,5-9,
230,25-29,Man,Taiwan,Asia,Bachelor’s degree,1-3 years,250-999 employees,5-9,I do not share my work publicly
231,25-29,Man,India,Asia,Bachelor’s degree,I have never written code,50-249 employees,3-4,
232,25-29,Man,Kenya,África,Bachelor’s degree,1-3 years,0-49 employees,0,
233,25-29,Man,United States of America,América del Norte,Master’s degree,5-10 years,50-249 employees,1-2,
234,25-29,Man,Russia,Asia,Master’s degree,1-3 years,,,
235,18-21,Man,India,Asia,Bachelor’s degree,< 1 years,0-49 employees,5-9,GitHub
236,35-39,Man,India,Asia,Master’s degree,1-3 years,0-49 employees,0,
237,18-21,Man,Russia,Asia,Master’s degree,< 1 years,50-249 employees,3-4,Kaggle
237,18-21,Man,Russia,Asia,Master’s degree,< 1 years,50-249 employees,3-4,Colab
238,25-29,Man,India,Asia,Master’s degree,< 1 years,0-49 employees,0,
239,30-34,Man,India,Asia,Bachelor’s degree,5-10 years,"10,000 or more employees",20+,GitHub
240,35-39,Man,Singapore,Asia,Bachelor’s degree,10-20 years,"1000-9,999 employees",20+,GitHub
240,35-39,Man,Singapore,Asia,Bachelor’s degree,10-20 years,"1000-9,999 employees",20+,Colab
241,30-34,Man,United States of America,América del Norte,Bachelor’s degree,< 1 years,"1000-9,999 employees",20+,GitHub
242,25-29,Man,Netherlands,Europa,Master’s degree,5-10 years,"10,000 or more employees",20+,
243,25-29,Man,Ecuador,América del Sur,Master’s degree,1-3 years,250-999 employees,3-4,
244,50-54,Man,Other,,Master’s degree,20+ years,0-49 employees,1-2,I do not share my work publicly
245,25-29,Man,Russia,Asia,Master’s degree,< 1 years,250-999 employees,1-2,
246,25-29,Woman,Poland,Europa,Master’s degree,< 1 years,0-49 employees,1-2,
247,30-34,Woman,Egypt,África,Master’s degree,1-3 years,0-49 employees,0,
248,40-44,Man,France,Europa,Master’s degree,< 1 years,,,
249,30-34,Man,Nigeria,África,Master’s degree,< 1 years,0-49 employees,0,
250,40-44,Woman,Brazil,América del Sur,Doctoral degree,20+ years,250-999 employees,1-2,
251,30-34,Man,Switzerland,Europa,Master’s degree,5-10 years,"10,000 or more employees",20+,
252,25-29,Woman,India,Asia,Master’s degree,1-3 years,50-249 employees,20+,
253,45-49,Man,Peru,América del Sur,Bachelor’s degree,5-10 years,0-49 employees,1-2,GitHub
253,45-49,Man,Peru,América del Sur,Bachelor’s degree,5-10 years,0-49 employees,1-2,Kaggle
253,45-49,Man,Peru,América del Sur,Bachelor’s degree,5-10 years,0-49 employees,1-2,Colab
254,30-34,Man,Pakistan,Asia,Bachelor’s degree,I have never written code,"1000-9,999 employees",5-9,
255,35-39,Man,Nigeria,África,Bachelor’s degree,1-3 years,"1000-9,999 employees",3-4,GitHub
256,40-44,Man,Spain,Europa,Master’s degree,10-20 years,250-999 employees,3-4,GitHub
257,25-29,Woman,United States of America,América del Norte,Master’s degree,< 1 years,"10,000 or more employees",0,GitHub
257,25-29,Woman,United States of America,América del Norte,Master’s degree,< 1 years,"10,000 or more employees",0,Kaggle
257,25-29,Woman,United States of America,América del Norte,Master’s degree,< 1 years,"10,000 or more employees",0,Colab
258,22-24,Woman,Egypt,África,Bachelor’s degree,3-5 years,250-999 employees,5-9,
259,55-59,Man,Italy,Europa,No formal education past high school,3-5 years,"1000-9,999 employees",20+,
260,40-44,Man,Brazil,América del Sur,Doctoral degree,< 1 years,"1000-9,999 employees",0,
261,25-29,Man,India,Asia,Bachelor’s degree,< 1 years,"10,000 or more employees",5-9,
262,35-39,Man,Other,,Master’s degree,1-3 years,"10,000 or more employees",1-2,
263,40-44,Woman,Egypt,África,Professional doctorate,10-20 years,0-49 employees,5-9,GitHub
264,22-24,Man,India,Asia,Bachelor’s degree,1-3 years,"10,000 or more employees",0,
265,30-34,Woman,India,Asia,Doctoral degree,3-5 years,0-49 employees,5-9,GitHub
265,30-34,Woman,India,Asia,Doctoral degree,3-5 years,0-49 employees,5-9,Colab
266,22-24,Man,India,Asia,Bachelor’s degree,< 1 years,50-249 employees,1-2,GitHub
266,22-24,Man,India,Asia,Bachelor’s degree,< 1 years,50-249 employees,1-2,Kaggle
267,25-29,Woman,India,Asia,I prefer not to answer,< 1 years,0-49 employees,0,
268,18-21,Man,India,Asia,Bachelor’s degree,< 1 years,,,
269,22-24,Woman,India,Asia,Bachelor’s degree,1-3 years,"1000-9,999 employees",10-14,Colab
270,30-34,Man,India,Asia,Bachelor’s degree,5-10 years,50-249 employees,3-4,Streamlit
270,30-34,Man,India,Asia,Bachelor’s degree,5-10 years,50-249 employees,3-4,GitHub
270,30-34,Man,India,Asia,Bachelor’s degree,5-10 years,50-249 employees,3-4,Kaggle
271,30-34,Man,United States of America,América del Norte,Master’s degree,< 1 years,"1000-9,999 employees",1-2,Kaggle
272,18-21,Man,India,Asia,Bachelor’s degree,1-3 years,50-249 employees,,
273,35-39,Man,Germany,Europa,Master’s degree,1-3 years,"10,000 or more employees",1-2,I do not share my work publicly
274,30-34,Man,Other,,Master’s degree,< 1 years,250-999 employees,10-14,I do not share my work publicly
275,25-29,Prefer not to say,Poland,Europa,Master’s degree,3-5 years,"1000-9,999 employees",0,
276,30-34,Man,Hong Kong (S.A.R.),Asia,Master’s degree,10-20 years,"10,000 or more employees",1-2,
277,18-21,Man,Nigeria,África,Master’s degree,3-5 years,0-49 employees,1-2,
278,18-21,Man,India,Asia,Bachelor’s degree,1-3 years,0-49 employees,1-2,
279,30-34,Man,India,Asia,Master’s degree,I have never written code,250-999 employees,1-2,
280,60-69,Man,United States of America,América del Norte,Bachelor’s degree,< 1 years,0-49 employees,1-2,GitHub
280,60-69,Man,United States of America,América del Norte,Bachelor’s degree,< 1 years,0-49 employees,1-2,Personal blog
280,60-69,Man,United States of America,América del Norte,Bachelor’s degree,< 1 years,0-49 employees,1-2,Kaggle
281,22-24,Woman,South Korea,Asia,I prefer not to answer,< 1 years,0-49 employees,0,
282,22-24,Man,Romania,Europa,Bachelor’s degree,3-5 years,"10,000 or more employees",20+,I do not share my work publicly
283,25-29,Woman,United States of America,América del Norte,Master’s degree,5-10 years,50-249 employees,3-4,
284,22-24,Woman,India,Asia,I prefer not to answer,< 1 years,"1000-9,999 employees",0,GitHub
284,22-24,Woman,India,Asia,I prefer not to answer,< 1 years,"1000-9,999 employees",0,Kaggle
284,22-24,Woman,India,Asia,I prefer not to answer,< 1 years,"1000-9,999 employees",0,Other
285,25-29,Man,India,Asia,Bachelor’s degree,I have never written code,0-49 employees,0,
286,25-29,Man,India,Asia,Master’s degree,1-3 years,0-49 employees,3-4,
287,25-29,Man,Poland,Europa,Master’s degree,1-3 years,"10,000 or more employees",20+,
288,18-21,Man,Viet Nam,Asia,I prefer not to answer,1-3 years,50-249 employees,5-9,
289,25-29,Man,India,Asia,Master’s degree,3-5 years,0-49 employees,0,
290,22-24,Man,Tunisia,África,Master’s degree,3-5 years,250-999 employees,1-2,
291,22-24,Woman,India,Asia,Master’s degree,< 1 years,"10,000 or more employees",0,GitHub
291,22-24,Woman,India,Asia,Master’s degree,< 1 years,"10,000 or more employees",0,Kaggle
292,18-21,Man,India,Asia,Master’s degree,3-5 years,"10,000 or more employees",20+,GitHub
292,18-21,Man,India,Asia,Master’s degree,3-5 years,"10,000 or more employees",20+,Kaggle
293,22-24,Man,United States of America,América del Norte,Bachelor’s degree,5-10 years,0-49 employees,1-2,
294,25-29,Woman,Brazil,América del Sur,Master’s degree,1-3 years,50-249 employees,1-2,
295,30-34,Man,India,Asia,Bachelor’s degree,I have never written code,"1000-9,999 employees",20+,
296,25-29,Woman,Nigeria,África,Bachelor’s degree,< 1 years,0-49 employees,3-4,GitHub
297,40-44,Man,Nigeria,África,Master’s degree,10-20 years,50-249 employees,3-4,Personal blog
298,30-34,Woman,Germany,Europa,Master’s degree,10-20 years,50-249 employees,1-2,
299,45-49,Man,Canada,América del Norte,Master’s degree,10-20 years,250-999 employees,5-9,I do not share my work publicly
300,35-39,Man,India,Asia,Master’s degree,I have never written code,250-999 employees,3-4,
301,18-21,Man,India,Asia,Some college/university study without earning a bachelor’s degree,< 1 years,0-49 employees,0,GitHub
301,18-21,Man,India,Asia,Some college/university study without earning a bachelor’s degree,< 1 years,0-49 employees,0,Kaggle
302,25-29,Man,Netherlands,Europa,Master’s degree,1-3 years,"10,000 or more employees",20+,NBViewer
302,25-29,Man,Netherlands,Europa,Master’s degree,1-3 years,"10,000 or more employees",20+,GitHub
302,25-29,Man,Netherlands,Europa,Master’s degree,1-3 years,"10,000 or more employees",20+,Personal blog
302,25-29,Man,Netherlands,Europa,Master’s degree,1-3 years,"10,000 or more employees",20+,Kaggle
303,22-24,Prefer to self-describe,India,Asia,Bachelor’s degree,3-5 years,"10,000 or more employees",20+,
304,30-34,Woman,India,Asia,I prefer not to answer,1-3 years,0-49 employees,1-2,
305,25-29,Woman,Spain,Europa,Bachelor’s degree,1-3 years,"1000-9,999 employees",5-9,I do not share my work publicly
306,40-44,Man,United States of America,América del Norte,Master’s degree,3-5 years,"1000-9,999 employees",0,
307,22-24,Prefer not to say,China,Asia,Master’s degree,< 1 years,0-49 employees,0,
308,25-29,Man,Colombia,América del Sur,Master’s degree,1-3 years,"10,000 or more employees",0,GitHub
308,25-29,Man,Colombia,América del Sur,Master’s degree,1-3 years,"10,000 or more employees",0,Kaggle
309,35-39,Man,Other,,Master’s degree,1-3 years,250-999 employees,3-4,I do not share my work publicly
310,40-44,Man,Australia,Oceanía,Master’s degree,1-3 years,"1000-9,999 employees",10-14,I do not share my work publicly
311,30-34,Woman,United States of America,América del Norte,Master’s degree,< 1 years,0-49 employees,0,
312,25-29,Man,Mexico,América del Sur,Master’s degree,1-3 years,0-49 employees,0,
313,22-24,Man,Other,,Bachelor’s degree,5-10 years,"10,000 or more employees",20+,I do not share my work publicly
314,30-34,Man,United States of America,América del Norte,Doctoral degree,1-3 years,50-249 employees,5-9,
315,22-24,Man,India,Asia,Bachelor’s degree,3-5 years,0-49 employees,0,GitHub
316,18-21,Man,India,Asia,Bachelor’s degree,1-3 years,"10,000 or more employees",10-14,Kaggle
316,18-21,Man,India,Asia,Bachelor’s degree,1-3 years,"10,000 or more employees",10-14,Shiny
317,22-24,Man,United States of America,América del Norte,Master’s degree,< 1 years,250-999 employees,5-9,
318,50-54,Man,Other,,Doctoral degree,< 1 years,250-999 employees,1-2,
319,45-49,Man,United States of America,América del Norte,Bachelor’s degree,5-10 years,250-999 employees,20+,I do not share my work publicly
320,25-29,Woman,Other,,Master’s degree,1-3 years,50-249 employees,1-2,
321,18-21,Man,Pakistan,Asia,Master’s degree,1-3 years,0-49 employees,3-4,Kaggle
321,18-21,Man,Pakistan,Asia,Master’s degree,1-3 years,0-49 employees,3-4,Colab
322,25-29,Man,Colombia,América del Sur,Some college/university study without earning a bachelor’s degree,< 1 years,50-249 employees,3-4,I do not share my work publicly
323,25-29,Man,Germany,Europa,Master’s degree,1-3 years,50-249 employees,3-4,
324,22-24,Man,India,Asia,Master’s degree,< 1 years,250-999 employees,0,
325,22-24,Man,India,Asia,Master’s degree,1-3 years,,,
326,30-34,Man,Brazil,América del Sur,Bachelor’s degree,5-10 years,"1000-9,999 employees",20+,GitHub
326,30-34,Man,Brazil,América del Sur,Bachelor’s degree,5-10 years,"1000-9,999 employees",20+,Kaggle
326,30-34,Man,Brazil,América del Sur,Bachelor’s degree,5-10 years,"1000-9,999 employees",20+,Other
327,45-49,Man,Ecuador,América del Sur,Bachelor’s degree,3-5 years,50-249 employees,1-2,Shiny
328,45-49,Man,United States of America,América del Norte,Bachelor’s degree,< 1 years,"1000-9,999 employees",5-9,I do not share my work publicly
329,25-29,Man,United States of America,América del Norte,Bachelor’s degree,1-3 years,0-49 employees,3-4,Kaggle
330,35-39,Woman,Greece,Europa,Master’s degree,< 1 years,250-999 employees,10-14,
331,30-34,Woman,India,Asia,Professional doctorate,1-3 years,0-49 employees,0,
332,25-29,Man,United States of America,América del Norte,Bachelor’s degree,1-3 years,"1000-9,999 employees",3-4,I do not share my work publicly
333,22-24,Man,Brazil,América del Sur,Master’s degree,3-5 years,"1000-9,999 employees",20+,GitHub
334,35-39,Man,Germany,Europa,Master’s degree,< 1 years,0-49 employees,3-4,
335,25-29,Man,Spain,Europa,Bachelor’s degree,1-3 years,"10,000 or more employees",3-4,I do not share my work publicly
336,18-21,Woman,India,Asia,Bachelor’s degree,< 1 years,0-49 employees,20+,
337,35-39,Man,India,Asia,Master’s degree,< 1 years,50-249 employees,5-9,I do not share my work publicly
338,30-34,Woman,Nigeria,África,Master’s degree,< 1 years,0-49 employees,1-2,
339,25-29,Man,Bangladesh,Asia,Bachelor’s degree,< 1 years,250-999 employees,10-14,Kaggle
340,22-24,Woman,India,Asia,Master’s degree,1-3 years,0-49 employees,3-4,I do not share my work publicly
341,25-29,Man,Nigeria,África,Master’s degree,1-3 years,50-249 employees,1-2,
342,22-24,Woman,Australia,Oceanía,Master’s degree,3-5 years,,,
343,30-34,Man,China,Asia,Master’s degree,3-5 years,250-999 employees,1-2,I do not share my work publicly
344,45-49,Man,Egypt,África,Bachelor’s degree,< 1 years,0-49 employees,0,I do not share my work publicly
345,18-21,Man,Egypt,África,Some college/university study without earning a bachelor’s degree,< 1 years,0-49 employees,0,Kaggle
346,25-29,Man,China,Asia,Bachelor’s degree,1-3 years,250-999 employees,3-4,GitHub
347,22-24,Woman,India,Asia,Bachelor’s degree,< 1 years,0-49 employees,3-4,
348,35-39,Woman,Other,,Bachelor’s degree,5-10 years,250-999 employees,15-19,Kaggle
348,35-39,Woman,Other,,Bachelor’s degree,5-10 years,250-999 employees,15-19,Colab
349,25-29,Man,India,Asia,Master’s degree,3-5 years,"10,000 or more employees",20+,GitHub
349,25-29,Man,India,Asia,Master’s degree,3-5 years,"10,000 or more employees",20+,Kaggle
349,25-29,Man,India,Asia,Master’s degree,3-5 years,"10,000 or more employees",20+,Colab
350,60-69,Man,United States of America,América del Norte,Some college/university study without earning a bachelor’s degree,20+ years,"10,000 or more employees",1-2,GitHub
351,50-54,Man,India,Asia,Master’s degree,3-5 years,0-49 employees,1-2,GitHub
351,50-54,Man,India,Asia,Master’s degree,3-5 years,0-49 employees,1-2,Kaggle
352,35-39,Woman,United States of America,América del Norte,Master’s degree,20+ years,250-999 employees,10-14,GitHub
353,25-29,Man,Nigeria,África,Bachelor’s degree,1-3 years,0-49 employees,1-2,I do not share my work publicly
354,30-34,Man,Colombia,América del Sur,Bachelor’s degree,1-3 years,50-249 employees,3-4,
355,25-29,Man,India,Asia,Bachelor’s degree,5-10 years,"10,000 or more employees",3-4,Streamlit
355,25-29,Man,India,Asia,Bachelor’s degree,5-10 years,"10,000 or more employees",3-4,GitHub
355,25-29,Man,India,Asia,Bachelor’s degree,5-10 years,"10,000 or more employees",3-4,Personal blog
355,25-29,Man,India,Asia,Bachelor’s degree,5-10 years,"10,000 or more employees",3-4,Kaggle
356,25-29,Man,Brazil,América del Sur,Master’s degree,1-3 years,"1000-9,999 employees",0,
357,30-34,Man,Other,,Some college/university study without earning a bachelor’s degree,1-3 years,0-49 employees,3-4,GitHub
