,age,gender,q3,q4,q6,q7,q8,q9,q10,q14,q20,q21,q22,q24,q34,q35,q39,q41
2201,30-34,Man,India,Master’s degree,5-10 years,[' SQL'],SQL,"[' Notepad++', 'Jupyter Notebook']","['Kaggle Notebooks', 'Colab Notebooks', 'Databricks Collaborative Notebooks']","[' Matplotlib ', 'Seaborn ', 'Ggplot / ggplot2 ']",['Computers/Technology'],250-999 employees,10-14,"['Analyze and understand data to influence product or business decisions', ' Build and/or run the data infrastructure that my business uses for storing', ' analyzing', ' and operationalizing data']",,,[''],"['Basic statistical software (Microsoft Excel', ' Google Sheets', ' etc.)']"
2202,25-29,Man,India,Master’s degree,< 1 years,"['Python', ' SQL']",Python,"['Jupyter (JupyterLab', ' Jupyter Notebooks', ' etc) ', 'Visual Studio Code (VSCode) ', 'PyCharm ', 'Jupyter Notebook']","['Azure Notebooks', 'Google Cloud Notebooks (AI Platform / Vertex AI)']","[' Matplotlib ', 'Seaborn ']",['Medical/Pharmaceutical'],"10,000 or more employees",5-9,"[' Build prototypes to explore applying machine learning to new areas', ' Other']",,,[''],
2203,55-59,Man,Russia,Master’s degree,20+ years,"['Python', ' C', ' C++']",Python,['Jupyter Notebook'],"['Kaggle Notebooks', 'Colab Notebooks', 'Azure Notebooks', 'Google Cloud Notebooks (AI Platform / Vertex AI)']",[' Matplotlib '],['Manufacturing/Fabrication'],"1000-9,999 employees",10-14,"['Analyze and understand data to influence product or business decisions', ' Do research that advances the state of the art of machine learning']", None,,['I do not share my work publicly'],"['Basic statistical software (Microsoft Excel', ' Google Sheets', ' etc.)']"
2204,40-44,Man,Nigeria,Master’s degree,1-3 years,"['Python', ' SQL']",Python,"['Jupyter (JupyterLab', ' Jupyter Notebooks', ' etc) ', 'Visual Studio ', 'Visual Studio Code (VSCode) ', 'PyCharm ', ' Spyder', ' Notepad++', ' Sublime Text', 'Jupyter Notebook']","['Kaggle Notebooks', 'Colab Notebooks', 'Azure Notebooks', 'IBM Watson Studio']","[' Matplotlib ', 'Seaborn ']",['Marketing/CRM'],0-49 employees,0,['Analyze and understand data to influence product or business decisions']," Google Data Studio, Tableau",Google Data Studio,"['GitHub', 'Kaggle']","['Local development environments (RStudio', ' JupyterLab', ' etc.)']"
2205,30-34,Woman,United States of America,Master’s degree,1-3 years,"['Python', ' SQL']",SQL,"['Jupyter (JupyterLab', ' Jupyter Notebooks', ' etc) ', 'Jupyter Notebook']",['Amazon Sagemaker Studio Notebooks'],,,,,,,,[''],
2206,18-21,Man,Mexico,Master’s degree,3-5 years,"['Python', ' C', ' C++', ' Javascript']",Python,"['Visual Studio Code (VSCode) ', 'Jupyter Notebook']",['Colab Notebooks'],"[' Matplotlib ', 'Seaborn ', 'Plotly / Plotly Express ']",['Energy/Mining'],"10,000 or more employees",3-4,"['Analyze and understand data to influence product or business decisions', ' Build and/or run the data infrastructure that my business uses for storing', ' analyzing', ' and operationalizing data']", Microsoft Power BI,,['I do not share my work publicly'],"['Basic statistical software (Microsoft Excel', ' Google Sheets', ' etc.)']"
2207,22-24,Man,Egypt,Bachelor’s degree,1-3 years,"['Python', ' Java']",SQL,"['PyCharm ', ' Spyder']",['Other'],"[' Matplotlib ', 'Plotly / Plotly Express ']",['Government/Public Service'],0-49 employees,10-14,"['Analyze and understand data to influence product or business decisions', ' Build and/or run the data infrastructure that my business uses for storing', ' analyzing', ' and operationalizing data', ' Build and/or run a machine learning service that operationally improves my product or workflows']", None,,"['GitHub', 'Kaggle', 'Shiny']","['Basic statistical software (Microsoft Excel', ' Google Sheets', ' etc.)']"
2208,22-24,Man,India,Bachelor’s degree,3-5 years,['Python'],Python,"['Visual Studio ', 'PyCharm ', ' Sublime Text', 'Jupyter Notebook']",['Kaggle Notebooks'],"[' Matplotlib ', 'Seaborn ']",['Computers/Technology'],"10,000 or more employees",20+,['Analyze and understand data to influence product or business decisions'], Tableau,,"['GitHub', 'Kaggle']","['Business intelligence software (Salesforce', ' Tableau', ' Spotfire', ' etc.)']"
2209,22-24,Man,India,Bachelor’s degree,< 1 years,"['Python', ' SQL']",Python,"[' Notepad++', 'Jupyter Notebook']","['Kaggle Notebooks', 'Colab Notebooks', 'Databricks Collaborative Notebooks']","[' Matplotlib ', 'Seaborn ']",['Computers/Technology'],"1000-9,999 employees",20+,"['Analyze and understand data to influence product or business decisions', ' Build and/or run the data infrastructure that my business uses for storing', ' analyzing', ' and operationalizing data', ' Build prototypes to explore applying machine learning to new areas', ' Build and/or run a machine learning service that operationally improves my product or workflows', ' Experimentation and iteration to improve existing ML models', ' Do research that advances the state of the art of machine learning']", Microsoft Power BI,,['GitHub'],"['Local development environments (RStudio', ' JupyterLab', ' etc.)']"
2210,25-29,Woman,Other,Master’s degree,1-3 years,['Python'],Python,['Jupyter Notebook'],['None'],"[' Matplotlib ', 'Seaborn ', 'Plotly / Plotly Express ', 'Ggplot / ggplot2 ']",['Government/Public Service'],250-999 employees,5-9,['Analyze and understand data to influence product or business decisions'],,,[''],
2211,30-34,Woman,Mexico,Bachelor’s degree,< 1 years,[' SQL'],SQL,[' None'],['Google Cloud Datalab'],[' None'],['Shipping/Transportation'],"10,000 or more employees",5-9,['Analyze and understand data to influence product or business decisions'],,,[''],
2212,22-24,Man,"Iran, Islamic Republic of...",Master’s degree,< 1 years,"['Python', ' MATLAB']",MATLAB,"['Visual Studio Code (VSCode) ', ' Spyder', 'MATLAB ', 'Jupyter Notebook']",['None'],[' None'],['Academics/Education'],0-49 employees,0,[' None of these activities are an important part of my role at work'], None,,['GitHub'],"['Advanced statistical software (SPSS', ' SAS', ' etc.)']"
2213,25-29,Woman,Russia,Master’s degree,5-10 years,"['Python', ' R', ' SQL']",Python,"['PyCharm ', ' Sublime Text', 'Jupyter Notebook']",['Colab Notebooks'],"[' Matplotlib ', 'Seaborn ', 'Plotly / Plotly Express ', 'Ggplot / ggplot2 ', 'D3 js ', 'Geoplotlib ']",['Computers/Technology'],250-999 employees,5-9,"['Analyze and understand data to influence product or business decisions', ' Build and/or run the data infrastructure that my business uses for storing', ' analyzing', ' and operationalizing data', ' Build prototypes to explore applying machine learning to new areas', ' Experimentation and iteration to improve existing ML models', ' Do research that advances the state of the art of machine learning']"," Tableau, Other",Tableau,['I do not share my work publicly'],"['Local development environments (RStudio', ' JupyterLab', ' etc.)']"
2214,50-54,Man,Norway,Master’s degree,10-20 years,[' Other'],Python,"['RStudio ', 'Visual Studio ', 'Visual Studio Code (VSCode) ']","['Kaggle Notebooks', 'Azure Notebooks', 'Binder / JupyterHub']","['Plotly / Plotly Express ', 'Ggplot / ggplot2 ']",['Other'],"1000-9,999 employees",5-9,[' Build and/or run a machine learning service that operationally improves my product or workflows']," Microsoft Power BI, Microsoft Azure Synapse ",Microsoft Power BI,['I do not share my work publicly'],"['Business intelligence software (Salesforce', ' Tableau', ' Spotfire', ' etc.)']"
2215,30-34,Man,India,Master’s degree,I have never written code,,,,[''],,['Computers/Technology'],"10,000 or more employees",10-14,['Analyze and understand data to influence product or business decisions'],,,[''],"['Business intelligence software (Salesforce', ' Tableau', ' Spotfire', ' etc.)']"
2216,25-29,Man,Nigeria,Bachelor’s degree,3-5 years,"['Python', ' Javascript']",Python,"['Visual Studio Code (VSCode) ', 'Jupyter Notebook']",['Kaggle Notebooks'],"[' Matplotlib ', 'D3 js ']",['Computers/Technology'],0-49 employees,3-4,,,,[''],
2217,25-29,Man,Thailand,Some college/university study without earning a bachelor’s degree,< 1 years,"['Python', ' R', ' SQL', ' C++', ' Java', ' Javascript']",R,"['RStudio ', 'Visual Studio Code (VSCode) ', 'Jupyter Notebook']","['Kaggle Notebooks', 'Colab Notebooks']","[' Matplotlib ', 'Plotly / Plotly Express ', 'Ggplot / ggplot2 ', 'Geoplotlib ']",['Accounting/Finance'],"1000-9,999 employees",15-19,['Analyze and understand data to influence product or business decisions'],,,[''],"['Basic statistical software (Microsoft Excel', ' Google Sheets', ' etc.)']"
2218,40-44,Man,Czech Republic,Master’s degree,20+ years,"['Python', ' SQL']",Python,"['RStudio ', 'Visual Studio Code (VSCode) ', ' Notepad++', ' Vim / Emacs', 'Jupyter Notebook']",['None'],"[' Matplotlib ', 'Seaborn ']",['Retail/Sales'],50-249 employees,1-2,"['Analyze and understand data to influence product or business decisions', ' Build and/or run the data infrastructure that my business uses for storing', ' analyzing', ' and operationalizing data']", None,,['I do not share my work publicly'],"['Basic statistical software (Microsoft Excel', ' Google Sheets', ' etc.)']"
2219,22-24,Man,India,Master’s degree,< 1 years,"[' R', ' SQL']",R,['RStudio '],"['Kaggle Notebooks', 'Google Cloud Datalab']",['Ggplot / ggplot2 '],['Computers/Technology'],"1000-9,999 employees",1-2,"['Analyze and understand data to influence product or business decisions', ' Build and/or run the data infrastructure that my business uses for storing', ' analyzing', ' and operationalizing data', ' Do research that advances the state of the art of machine learning']",,,[''],
2220,25-29,Man,France,Bachelor’s degree,< 1 years,"['Python', ' R', ' SQL']",Python,['Visual Studio Code (VSCode) '],['Kaggle Notebooks'],"['Seaborn ', 'Ggplot / ggplot2 ']",['Computers/Technology'],0-49 employees,1-2,,,,[''],
2221,18-21,Man,Pakistan,Master’s degree,3-5 years,['Python'],Python,"['Visual Studio Code (VSCode) ', 'PyCharm ', 'Jupyter Notebook']","['Kaggle Notebooks', 'Colab Notebooks']","[' Matplotlib ', 'Seaborn ']",['Computers/Technology'],0-49 employees,0,['Analyze and understand data to influence product or business decisions']," Microsoft Power BI, Tableau",Microsoft Power BI,"['GitHub', 'Kaggle', 'Colab']","['Basic statistical software (Microsoft Excel', ' Google Sheets', ' etc.)']"
2222,30-34,Woman,India,Master’s degree,< 1 years,['Python'],Python,['Jupyter Notebook'],"['Kaggle Notebooks', 'Colab Notebooks']","[' Matplotlib ', 'Seaborn ', 'Plotly / Plotly Express ']",['Computers/Technology'],"10,000 or more employees",1-2,"['Analyze and understand data to influence product or business decisions', ' Build and/or run the data infrastructure that my business uses for storing', ' analyzing', ' and operationalizing data']",,,[''],"['Basic statistical software (Microsoft Excel', ' Google Sheets', ' etc.)']"
2223,35-39,Woman,France,Some college/university study without earning a bachelor’s degree,1-3 years,"['Python', ' SQL']",Python,"['Jupyter (JupyterLab', ' Jupyter Notebooks', ' etc) ', 'Jupyter Notebook']",['Colab Notebooks'],"[' Matplotlib ', 'Plotly / Plotly Express ']",['Other'],0-49 employees,0,['Analyze and understand data to influence product or business decisions'],,,[''],"['Local development environments (RStudio', ' JupyterLab', ' etc.)']"
2224,18-21,Woman,India,Bachelor’s degree,1-3 years,"[' C', ' C++', ' Java']",C,"['PyCharm ', 'Jupyter Notebook']",['Google Cloud Datalab'],,,,,,,,[''],
2225,30-34,Man,United States of America,Master’s degree,10-20 years,"['Python', ' R', ' SQL', ' Bash', ' Other']",Python,"['RStudio ', 'Visual Studio Code (VSCode) ', 'PyCharm ', ' Notepad++', ' Sublime Text', ' Vim / Emacs', 'Jupyter Notebook']",['Colab Notebooks'],"[' Matplotlib ', 'Seaborn ', 'Plotly / Plotly Express ', 'Ggplot / ggplot2 ', 'Shiny ', 'D3 js ']",['Broadcasting/Communications'],"10,000 or more employees",20+,"['Analyze and understand data to influence product or business decisions', ' Build and/or run the data infrastructure that my business uses for storing', ' analyzing', ' and operationalizing data', ' Build prototypes to explore applying machine learning to new areas']"," Tableau, Other",Tableau,"['GitHub', 'Kaggle', 'Colab']","['Business intelligence software (Salesforce', ' Tableau', ' Spotfire', ' etc.)']"
2226,40-44,Man,Egypt,Bachelor’s degree,1-3 years,"['Python', ' SQL', ' Java', ' Javascript', ' Other']",Python,"['Jupyter (JupyterLab', ' Jupyter Notebooks', ' etc) ', 'Visual Studio Code (VSCode) ']","['Colab Notebooks', 'Binder / JupyterHub']","[' Matplotlib ', 'Seaborn ', 'Plotly / Plotly Express ', 'Ggplot / ggplot2 ']",['Computers/Technology'],0-49 employees,1-2,"['Analyze and understand data to influence product or business decisions', ' Build and/or run the data infrastructure that my business uses for storing', ' analyzing', ' and operationalizing data', ' Do research that advances the state of the art of machine learning']",,,[''],"['Local development environments (RStudio', ' JupyterLab', ' etc.)']"
2227,30-34,Woman,India,Bachelor’s degree,1-3 years,"['Python', ' SQL']",Python,['Jupyter Notebook'],['None'],"[' Matplotlib ', 'Seaborn ']",['Manufacturing/Fabrication'],250-999 employees,,,,,[''],
2228,25-29,Man,South Korea,No formal education past high school,< 1 years,['Python'],Python,['Jupyter Notebook'],"['Colab Notebooks', 'Google Cloud Notebooks (AI Platform / Vertex AI)', 'Google Cloud Datalab']","[' Matplotlib ', 'Seaborn ']",['Computers/Technology'],0-49 employees,1-2,[' Other'], None,,"['GitHub', 'Kaggle', 'Colab']","['Local development environments (RStudio', ' JupyterLab', ' etc.)']"
2229,22-24,Man,Kenya,Bachelor’s degree,1-3 years,"[' R', ' C++']",R,"['RStudio ', 'PyCharm ']",['Kaggle Notebooks'],"['Ggplot / ggplot2 ', 'Shiny ', 'Geoplotlib ']",['Computers/Technology'],0-49 employees,1-2,"['Analyze and understand data to influence product or business decisions', ' Build and/or run a machine learning service that operationally improves my product or workflows', ' Experimentation and iteration to improve existing ML models', ' Do research that advances the state of the art of machine learning']"," Google Data Studio, Tableau",Google Data Studio,[''],
2230,35-39,Man,Other,Master’s degree,1-3 years,"['Python', ' SQL', ' Javascript']",Python,"['Visual Studio Code (VSCode) ', 'Jupyter Notebook']","['Kaggle Notebooks', 'Google Cloud Notebooks (AI Platform / Vertex AI)', 'Google Cloud Datalab']","[' Matplotlib ', 'Seaborn ']",['Academics/Education'],50-249 employees,1-2,['Analyze and understand data to influence product or business decisions'], None,,"['GitHub', 'Kaggle']","['Basic statistical software (Microsoft Excel', ' Google Sheets', ' etc.)']"
