,age,gender,q3,continente,q4,q6,q8,q21,q22,q34
212,25-29,Man,Hong Kong (S.A.R.),Asia,Master’s degree,1-3 years,Python,250-999 employees,5-9, None
213,25-29,Man,India,Asia,Master’s degree,1-3 years,Python,0-49 employees,3-4,
214,35-39,Man,Saudi Arabia,Asia,Master’s degree,< 1 years,Python,50-249 employees,3-4, Tableau
215,22-24,Man,India,Asia,Master’s degree,I have never written code,,0-49 employees,1-2,
216,25-29,Woman,Nigeria,África,Bachelor’s degree,< 1 years,Python,"1000-9,999 employees",20+,
217,40-44,Man,Other,,Bachelor’s degree,20+ years,Python,"1000-9,999 employees",0, None
218,22-24,Man,Pakistan,Asia,Bachelor’s degree,< 1 years,Python,50-249 employees,3-4, Microsoft Power BI
219,30-34,Man,United States of America,América del Norte,Some college/university study without earning a bachelor’s degree,1-3 years,Python,"1000-9,999 employees",1-2, Microsoft Power BI
219,30-34,Man,United States of America,América del Norte,Some college/university study without earning a bachelor’s degree,1-3 years,Python,"1000-9,999 employees",1-2, Tableau
219,30-34,Man,United States of America,América del Norte,Some college/university study without earning a bachelor’s degree,1-3 years,Python,"1000-9,999 employees",1-2, Salesforce
219,30-34,Man,United States of America,América del Norte,Some college/university study without earning a bachelor’s degree,1-3 years,Python,"1000-9,999 employees",1-2, Alteryx 
220,25-29,Man,Egypt,África,Bachelor’s degree,< 1 years,SQL,250-999 employees,5-9, Microsoft Power BI
220,25-29,Man,Egypt,África,Bachelor’s degree,< 1 years,SQL,250-999 employees,5-9, Other
221,22-24,Man,Poland,Europa,Master’s degree,1-3 years,Python,"10,000 or more employees",1-2,
222,25-29,Man,Ecuador,América del Sur,Bachelor’s degree,< 1 years,Python,"10,000 or more employees",10-14,
223,30-34,Man,Kenya,África,Master’s degree,1-3 years,Python,"1000-9,999 employees",1-2,
224,30-34,Man,Nigeria,África,Master’s degree,3-5 years,Python,0-49 employees,20+,
225,30-34,Man,United States of America,América del Norte,Bachelor’s degree,3-5 years,SQL,"1000-9,999 employees",5-9, Microsoft Power BI
225,30-34,Man,United States of America,América del Norte,Bachelor’s degree,3-5 years,SQL,"1000-9,999 employees",5-9, Tableau
225,30-34,Man,United States of America,América del Norte,Bachelor’s degree,3-5 years,SQL,"1000-9,999 employees",5-9, Salesforce
226,30-34,Man,Bangladesh,Asia,Some college/university study without earning a bachelor’s degree,< 1 years,Java,50-249 employees,1-2,Amazon QuickSight
226,30-34,Man,Bangladesh,Asia,Some college/university study without earning a bachelor’s degree,< 1 years,Java,50-249 employees,1-2, Google Data Studio
226,30-34,Man,Bangladesh,Asia,Some college/university study without earning a bachelor’s degree,< 1 years,Java,50-249 employees,1-2, Microsoft Azure Synapse 
227,30-34,Man,France,Europa,Master’s degree,10-20 years,Python,50-249 employees,1-2, Microsoft Power BI
227,30-34,Man,France,Europa,Master’s degree,10-20 years,Python,50-249 employees,1-2, Tableau
228,35-39,Prefer not to say,Malaysia,Asia,Master’s degree,1-3 years,Javascript,250-999 employees,1-2, Microsoft Power BI
229,22-24,Woman,China,Asia,Bachelor’s degree,< 1 years,Python,0-49 employees,5-9,
230,25-29,Man,Taiwan,Asia,Bachelor’s degree,1-3 years,SQL,250-999 employees,5-9, None
231,25-29,Man,India,Asia,Bachelor’s degree,I have never written code,,50-249 employees,3-4,
232,25-29,Man,Kenya,África,Bachelor’s degree,1-3 years,Python,0-49 employees,0,
233,25-29,Man,United States of America,América del Norte,Master’s degree,5-10 years,Python,50-249 employees,1-2,
234,25-29,Man,Russia,Asia,Master’s degree,1-3 years,Python,,,
235,18-21,Man,India,Asia,Bachelor’s degree,< 1 years,Python,0-49 employees,5-9,Amazon QuickSight
236,35-39,Man,India,Asia,Master’s degree,1-3 years,Python,0-49 employees,0,
237,18-21,Man,Russia,Asia,Master’s degree,< 1 years,SQL,50-249 employees,3-4, Tableau
238,25-29,Man,India,Asia,Master’s degree,< 1 years,Python,0-49 employees,0,
239,30-34,Man,India,Asia,Bachelor’s degree,5-10 years,Python,"10,000 or more employees",20+, Tableau
240,35-39,Man,Singapore,Asia,Bachelor’s degree,10-20 years,SQL,"1000-9,999 employees",20+, Microsoft Power BI
240,35-39,Man,Singapore,Asia,Bachelor’s degree,10-20 years,SQL,"1000-9,999 employees",20+, Tableau
241,30-34,Man,United States of America,América del Norte,Bachelor’s degree,< 1 years,SQL,"1000-9,999 employees",20+, None
242,25-29,Man,Netherlands,Europa,Master’s degree,5-10 years,Python,"10,000 or more employees",20+,
243,25-29,Man,Ecuador,América del Sur,Master’s degree,1-3 years,Python,250-999 employees,3-4,
244,50-54,Man,Other,,Master’s degree,20+ years,R,0-49 employees,1-2, Tableau
245,25-29,Man,Russia,Asia,Master’s degree,< 1 years,Python,250-999 employees,1-2,
246,25-29,Woman,Poland,Europa,Master’s degree,< 1 years,Python,0-49 employees,1-2,
247,30-34,Woman,Egypt,África,Master’s degree,1-3 years,Python,0-49 employees,0,
248,40-44,Man,France,Europa,Master’s degree,< 1 years,Python,,,
249,30-34,Man,Nigeria,África,Master’s degree,< 1 years,R,0-49 employees,0,
250,40-44,Woman,Brazil,América del Sur,Doctoral degree,20+ years,Python,250-999 employees,1-2,
251,30-34,Man,Switzerland,Europa,Master’s degree,5-10 years,SQL,"10,000 or more employees",20+,
252,25-29,Woman,India,Asia,Master’s degree,1-3 years,Python,50-249 employees,20+,
253,45-49,Man,Peru,América del Sur,Bachelor’s degree,5-10 years,Python,0-49 employees,1-2, Microsoft Power BI
253,45-49,Man,Peru,América del Sur,Bachelor’s degree,5-10 years,Python,0-49 employees,1-2, Google Data Studio
254,30-34,Man,Pakistan,Asia,Bachelor’s degree,I have never written code,,"1000-9,999 employees",5-9,
255,35-39,Man,Nigeria,África,Bachelor’s degree,1-3 years,Python,"1000-9,999 employees",3-4, Microsoft Power BI
255,35-39,Man,Nigeria,África,Bachelor’s degree,1-3 years,Python,"1000-9,999 employees",3-4, Tableau
256,40-44,Man,Spain,Europa,Master’s degree,10-20 years,Python,250-999 employees,3-4, Microsoft Power BI
257,25-29,Woman,United States of America,América del Norte,Master’s degree,< 1 years,Python,"10,000 or more employees",0, None
258,22-24,Woman,Egypt,África,Bachelor’s degree,3-5 years,Python,250-999 employees,5-9,
259,55-59,Man,Italy,Europa,No formal education past high school,3-5 years,SQL,"1000-9,999 employees",20+,
260,40-44,Man,Brazil,América del Sur,Doctoral degree,< 1 years,R,"1000-9,999 employees",0,
261,25-29,Man,India,Asia,Bachelor’s degree,< 1 years,Python,"10,000 or more employees",5-9,
262,35-39,Man,Other,,Master’s degree,1-3 years,Python,"10,000 or more employees",1-2,
263,40-44,Woman,Egypt,África,Professional doctorate,10-20 years,Python,0-49 employees,5-9, None
264,22-24,Man,India,Asia,Bachelor’s degree,1-3 years,Python,"10,000 or more employees",0,
265,30-34,Woman,India,Asia,Doctoral degree,3-5 years,Python,0-49 employees,5-9, Microsoft Power BI
265,30-34,Woman,India,Asia,Doctoral degree,3-5 years,Python,0-49 employees,5-9, Tableau
266,22-24,Man,India,Asia,Bachelor’s degree,< 1 years,Python,50-249 employees,1-2, Tableau
266,22-24,Man,India,Asia,Bachelor’s degree,< 1 years,Python,50-249 employees,1-2, Qlik
266,22-24,Man,India,Asia,Bachelor’s degree,< 1 years,Python,50-249 employees,1-2, Alteryx 
267,25-29,Woman,India,Asia,I prefer not to answer,< 1 years,Python,0-49 employees,0,
268,18-21,Man,India,Asia,Bachelor’s degree,< 1 years,Python,,,
269,22-24,Woman,India,Asia,Bachelor’s degree,1-3 years,Python,"1000-9,999 employees",10-14, SAP Analytics Cloud 
270,30-34,Man,India,Asia,Bachelor’s degree,5-10 years,Python,50-249 employees,3-4, Microsoft Power BI
270,30-34,Man,India,Asia,Bachelor’s degree,5-10 years,Python,50-249 employees,3-4, Looker
270,30-34,Man,India,Asia,Bachelor’s degree,5-10 years,Python,50-249 employees,3-4, Tableau
270,30-34,Man,India,Asia,Bachelor’s degree,5-10 years,Python,50-249 employees,3-4, Salesforce
271,30-34,Man,United States of America,América del Norte,Master’s degree,< 1 years,Python,"1000-9,999 employees",1-2, Tableau CRM
272,18-21,Man,India,Asia,Bachelor’s degree,1-3 years,Python,50-249 employees,,
273,35-39,Man,Germany,Europa,Master’s degree,1-3 years,SQL,"10,000 or more employees",1-2, Tableau
273,35-39,Man,Germany,Europa,Master’s degree,1-3 years,SQL,"10,000 or more employees",1-2, Salesforce
273,35-39,Man,Germany,Europa,Master’s degree,1-3 years,SQL,"10,000 or more employees",1-2, Alteryx 
274,30-34,Man,Other,,Master’s degree,< 1 years,Python,250-999 employees,10-14, Microsoft Power BI
275,25-29,Prefer not to say,Poland,Europa,Master’s degree,3-5 years,Python,"1000-9,999 employees",0,
276,30-34,Man,Hong Kong (S.A.R.),Asia,Master’s degree,10-20 years,Python,"10,000 or more employees",1-2,
277,18-21,Man,Nigeria,África,Master’s degree,3-5 years,Python,0-49 employees,1-2,
278,18-21,Man,India,Asia,Bachelor’s degree,1-3 years,Python,0-49 employees,1-2,
279,30-34,Man,India,Asia,Master’s degree,I have never written code,,250-999 employees,1-2,
280,60-69,Man,United States of America,América del Norte,Bachelor’s degree,< 1 years,Python,0-49 employees,1-2, Tableau
281,22-24,Woman,South Korea,Asia,I prefer not to answer,< 1 years,Python,0-49 employees,0,
282,22-24,Man,Romania,Europa,Bachelor’s degree,3-5 years,Python,"10,000 or more employees",20+, Microsoft Power BI
282,22-24,Man,Romania,Europa,Bachelor’s degree,3-5 years,Python,"10,000 or more employees",20+, Tableau
283,25-29,Woman,United States of America,América del Norte,Master’s degree,5-10 years,R,50-249 employees,3-4,
284,22-24,Woman,India,Asia,I prefer not to answer,< 1 years,Python,"1000-9,999 employees",0, Tableau
285,25-29,Man,India,Asia,Bachelor’s degree,I have never written code,,0-49 employees,0,
286,25-29,Man,India,Asia,Master’s degree,1-3 years,Python,0-49 employees,3-4,
287,25-29,Man,Poland,Europa,Master’s degree,1-3 years,R,"10,000 or more employees",20+,
288,18-21,Man,Viet Nam,Asia,I prefer not to answer,1-3 years,Python,50-249 employees,5-9,
289,25-29,Man,India,Asia,Master’s degree,3-5 years,R,0-49 employees,0,
290,22-24,Man,Tunisia,África,Master’s degree,3-5 years,Python,250-999 employees,1-2,
291,22-24,Woman,India,Asia,Master’s degree,< 1 years,Python,"10,000 or more employees",0, Tableau CRM
292,18-21,Man,India,Asia,Master’s degree,3-5 years,Python,"10,000 or more employees",20+, Microsoft Power BI
293,22-24,Man,United States of America,América del Norte,Bachelor’s degree,5-10 years,Python,0-49 employees,1-2,
294,25-29,Woman,Brazil,América del Sur,Master’s degree,1-3 years,Python,50-249 employees,1-2,
295,30-34,Man,India,Asia,Bachelor’s degree,I have never written code,,"1000-9,999 employees",20+,
296,25-29,Woman,Nigeria,África,Bachelor’s degree,< 1 years,Python,0-49 employees,3-4, Microsoft Power BI
297,40-44,Man,Nigeria,África,Master’s degree,10-20 years,Python,50-249 employees,3-4, Microsoft Power BI
297,40-44,Man,Nigeria,África,Master’s degree,10-20 years,Python,50-249 employees,3-4, Google Data Studio
298,30-34,Woman,Germany,Europa,Master’s degree,10-20 years,R,50-249 employees,1-2,
299,45-49,Man,Canada,América del Norte,Master’s degree,10-20 years,Python,250-999 employees,5-9, Microsoft Power BI
299,45-49,Man,Canada,América del Norte,Master’s degree,10-20 years,Python,250-999 employees,5-9, Tableau
299,45-49,Man,Canada,América del Norte,Master’s degree,10-20 years,Python,250-999 employees,5-9, Other
300,35-39,Man,India,Asia,Master’s degree,I have never written code,,250-999 employees,3-4,
301,18-21,Man,India,Asia,Some college/university study without earning a bachelor’s degree,< 1 years,Python,0-49 employees,0, None
302,25-29,Man,Netherlands,Europa,Master’s degree,1-3 years,Python,"10,000 or more employees",20+, TIBCO Spotfire
303,22-24,Prefer to self-describe,India,Asia,Bachelor’s degree,3-5 years,SQL,"10,000 or more employees",20+,
304,30-34,Woman,India,Asia,I prefer not to answer,1-3 years,Python,0-49 employees,1-2,
305,25-29,Woman,Spain,Europa,Bachelor’s degree,1-3 years,Python,"1000-9,999 employees",5-9, Google Data Studio
305,25-29,Woman,Spain,Europa,Bachelor’s degree,1-3 years,Python,"1000-9,999 employees",5-9, Qlik
305,25-29,Woman,Spain,Europa,Bachelor’s degree,1-3 years,Python,"1000-9,999 employees",5-9, Other
306,40-44,Man,United States of America,América del Norte,Master’s degree,3-5 years,Python,"1000-9,999 employees",0,
307,22-24,Prefer not to say,China,Asia,Master’s degree,< 1 years,Python,0-49 employees,0,
308,25-29,Man,Colombia,América del Sur,Master’s degree,1-3 years,Python,"10,000 or more employees",0, Microsoft Power BI
309,35-39,Man,Other,,Master’s degree,1-3 years,R,250-999 employees,3-4, Microsoft Power BI
309,35-39,Man,Other,,Master’s degree,1-3 years,R,250-999 employees,3-4, Qlik
310,40-44,Man,Australia,Oceanía,Master’s degree,1-3 years,R,"1000-9,999 employees",10-14, Qlik
311,30-34,Woman,United States of America,América del Norte,Master’s degree,< 1 years,R,0-49 employees,0,
312,25-29,Man,Mexico,América del Sur,Master’s degree,1-3 years,Python,0-49 employees,0,
313,22-24,Man,Other,,Bachelor’s degree,5-10 years,Python,"10,000 or more employees",20+, Microsoft Power BI
314,30-34,Man,United States of America,América del Norte,Doctoral degree,1-3 years,R,50-249 employees,5-9,
315,22-24,Man,India,Asia,Bachelor’s degree,3-5 years,Python,0-49 employees,0, Google Data Studio
316,18-21,Man,India,Asia,Bachelor’s degree,1-3 years,Python,"10,000 or more employees",10-14, TIBCO Spotfire
316,18-21,Man,India,Asia,Bachelor’s degree,1-3 years,Python,"10,000 or more employees",10-14, Microsoft Azure Synapse 
317,22-24,Man,United States of America,América del Norte,Master’s degree,< 1 years,Python,250-999 employees,5-9,
318,50-54,Man,Other,,Doctoral degree,< 1 years,Python,250-999 employees,1-2,
319,45-49,Man,United States of America,América del Norte,Bachelor’s degree,5-10 years,SQL,250-999 employees,20+, Other
320,25-29,Woman,Other,,Master’s degree,1-3 years,Python,50-249 employees,1-2,
321,18-21,Man,Pakistan,Asia,Master’s degree,1-3 years,Python,0-49 employees,3-4, None
322,25-29,Man,Colombia,América del Sur,Some college/university study without earning a bachelor’s degree,< 1 years,Python,50-249 employees,3-4, Other
323,25-29,Man,Germany,Europa,Master’s degree,1-3 years,Python,50-249 employees,3-4,
324,22-24,Man,India,Asia,Master’s degree,< 1 years,SQL,250-999 employees,0,
325,22-24,Man,India,Asia,Master’s degree,1-3 years,Python,,,
326,30-34,Man,Brazil,América del Sur,Bachelor’s degree,5-10 years,SQL,"1000-9,999 employees",20+, Microsoft Power BI
327,45-49,Man,Ecuador,América del Sur,Bachelor’s degree,3-5 years,Python,50-249 employees,1-2, Other
328,45-49,Man,United States of America,América del Norte,Bachelor’s degree,< 1 years,Python,"1000-9,999 employees",5-9, Microsoft Power BI
328,45-49,Man,United States of America,América del Norte,Bachelor’s degree,< 1 years,Python,"1000-9,999 employees",5-9, Tableau
329,25-29,Man,United States of America,América del Norte,Bachelor’s degree,1-3 years,Python,0-49 employees,3-4, None
330,35-39,Woman,Greece,Europa,Master’s degree,< 1 years,Python,250-999 employees,10-14,
331,30-34,Woman,India,Asia,Professional doctorate,1-3 years,SQL,0-49 employees,0,
332,25-29,Man,United States of America,América del Norte,Bachelor’s degree,1-3 years,Python,"1000-9,999 employees",3-4, Microsoft Power BI
332,25-29,Man,United States of America,América del Norte,Bachelor’s degree,1-3 years,Python,"1000-9,999 employees",3-4, Google Data Studio
332,25-29,Man,United States of America,América del Norte,Bachelor’s degree,1-3 years,Python,"1000-9,999 employees",3-4, Tableau
332,25-29,Man,United States of America,América del Norte,Bachelor’s degree,1-3 years,Python,"1000-9,999 employees",3-4, Salesforce
333,22-24,Man,Brazil,América del Sur,Master’s degree,3-5 years,Python,"1000-9,999 employees",20+, Tableau
334,35-39,Man,Germany,Europa,Master’s degree,< 1 years,Python,0-49 employees,3-4, Tableau
335,25-29,Man,Spain,Europa,Bachelor’s degree,1-3 years,Python,"10,000 or more employees",3-4, None
336,18-21,Woman,India,Asia,Bachelor’s degree,< 1 years,Python,0-49 employees,20+,
337,35-39,Man,India,Asia,Master’s degree,< 1 years,R,50-249 employees,5-9, None
338,30-34,Woman,Nigeria,África,Master’s degree,< 1 years,Python,0-49 employees,1-2,
339,25-29,Man,Bangladesh,Asia,Bachelor’s degree,< 1 years,Python,250-999 employees,10-14, None
340,22-24,Woman,India,Asia,Master’s degree,1-3 years,R,0-49 employees,3-4, Microsoft Power BI
340,22-24,Woman,India,Asia,Master’s degree,1-3 years,R,0-49 employees,3-4, Tableau
341,25-29,Man,Nigeria,África,Master’s degree,1-3 years,Python,50-249 employees,1-2,
342,22-24,Woman,Australia,Oceanía,Master’s degree,3-5 years,SQL,,,
343,30-34,Man,China,Asia,Master’s degree,3-5 years,R,250-999 employees,1-2, Tableau
344,45-49,Man,Egypt,África,Bachelor’s degree,< 1 years,Python,0-49 employees,0, None
345,18-21,Man,Egypt,África,Some college/university study without earning a bachelor’s degree,< 1 years,Python,0-49 employees,0, None
346,25-29,Man,China,Asia,Bachelor’s degree,1-3 years,Python,250-999 employees,3-4, None
347,22-24,Woman,India,Asia,Bachelor’s degree,< 1 years,Python,0-49 employees,3-4,
348,35-39,Woman,Other,,Bachelor’s degree,5-10 years,Python,250-999 employees,15-19, None
349,25-29,Man,India,Asia,Master’s degree,3-5 years,Python,"10,000 or more employees",20+, Other
350,60-69,Man,United States of America,América del Norte,Some college/university study without earning a bachelor’s degree,20+ years,Python,"10,000 or more employees",1-2, Tableau
