,age,gender,q3,continente,q4,q6,q8,q21,q22,q32
173,22-24,Man,Mexico,América del Sur,Some college/university study without earning a bachelor’s degree,1-3 years,Julia,"10,000 or more employees",1-2, None
174,30-34,Man,India,Asia,Master’s degree,< 1 years,Python,"10,000 or more employees",20+,MySQL 
175,25-29,Man,India,Asia,Master’s degree,< 1 years,Python,250-999 employees,1-2, None
176,35-39,Man,Other,,Bachelor’s degree,1-3 years,Javascript,0-49 employees,0,
177,35-39,Woman,Egypt,África,Bachelor’s degree,< 1 years,Python,0-49 employees,0, None
178,40-44,Man,France,Europa,Master’s degree,3-5 years,Python,,,
179,25-29,Woman,Kenya,África,Master’s degree,< 1 years,Python,0-49 employees,3-4,
180,40-44,Woman,Argentina,América del Sur,Master’s degree,< 1 years,Python,0-49 employees,0,
181,35-39,Man,Switzerland,Europa,Bachelor’s degree,1-3 years,Python,250-999 employees,3-4, PostgreSQL 
181,35-39,Man,Switzerland,Europa,Bachelor’s degree,1-3 years,Python,250-999 employees,3-4, SQLite 
181,35-39,Man,Switzerland,Europa,Bachelor’s degree,1-3 years,Python,250-999 employees,3-4, Microsoft SQL Server 
181,35-39,Man,Switzerland,Europa,Bachelor’s degree,1-3 years,Python,250-999 employees,3-4, Microsoft Azure SQL Database 
181,35-39,Man,Switzerland,Europa,Bachelor’s degree,1-3 years,Python,250-999 employees,3-4, Microsoft Azure Cosmos DB 
182,25-29,Man,India,Asia,Bachelor’s degree,I have never written code,,0-49 employees,3-4,
183,18-21,Man,Morocco,África,I prefer not to answer,< 1 years,Python,,,
184,40-44,Man,Nigeria,África,Bachelor’s degree,1-3 years,Python,250-999 employees,1-2,
185,30-34,Man,India,Asia,Master’s degree,< 1 years,Python,0-49 employees,1-2, Google Cloud Firestore 
186,22-24,Woman,United States of America,América del Norte,Bachelor’s degree,< 1 years,SQL,50-249 employees,3-4, None
187,25-29,Man,Other,,Master’s degree,3-5 years,R,0-49 employees,1-2, PostgreSQL 
188,40-44,Man,Other,,Master’s degree,1-3 years,SQL,50-249 employees,5-9,MySQL 
188,40-44,Man,Other,,Master’s degree,1-3 years,SQL,50-249 employees,5-9, MongoDB 
188,40-44,Man,Other,,Master’s degree,1-3 years,SQL,50-249 employees,5-9, Amazon Redshift 
189,25-29,Man,India,Asia,Bachelor’s degree,1-3 years,Python,50-249 employees,5-9, Oracle Database 
189,25-29,Man,India,Asia,Bachelor’s degree,1-3 years,Python,50-249 employees,5-9, Amazon DynamoDB 
189,25-29,Man,India,Asia,Bachelor’s degree,1-3 years,Python,50-249 employees,5-9, Google Cloud SQL 
190,50-54,Woman,Other,,Some college/university study without earning a bachelor’s degree,I have never written code,,0-49 employees,0,
191,22-24,Man,India,Asia,Bachelor’s degree,< 1 years,Python,0-49 employees,1-2, Google Cloud Spanner 
192,22-24,Man,Taiwan,Asia,Master’s degree,5-10 years,Python,50-249 employees,3-4,MySQL 
193,22-24,Woman,India,Asia,Bachelor’s degree,< 1 years,Python,"10,000 or more employees",20+,MySQL 
193,22-24,Woman,India,Asia,Bachelor’s degree,< 1 years,Python,"10,000 or more employees",20+, Oracle Database 
193,22-24,Woman,India,Asia,Bachelor’s degree,< 1 years,Python,"10,000 or more employees",20+, Microsoft SQL Server 
193,22-24,Woman,India,Asia,Bachelor’s degree,< 1 years,Python,"10,000 or more employees",20+, Microsoft Azure Cosmos DB 
193,22-24,Woman,India,Asia,Bachelor’s degree,< 1 years,Python,"10,000 or more employees",20+, Google Cloud SQL 
194,55-59,Woman,United States of America,América del Norte,Master’s degree,5-10 years,Python,"10,000 or more employees",15-19, Oracle Database 
194,55-59,Woman,United States of America,América del Norte,Master’s degree,5-10 years,Python,"10,000 or more employees",15-19, Snowflake 
194,55-59,Woman,United States of America,América del Norte,Master’s degree,5-10 years,Python,"10,000 or more employees",15-19, Microsoft SQL Server 
195,22-24,Woman,Saudi Arabia,Asia,Master’s degree,5-10 years,Python,50-249 employees,1-2,MySQL 
195,22-24,Woman,Saudi Arabia,Asia,Master’s degree,5-10 years,Python,50-249 employees,1-2, MongoDB 
196,25-29,Man,Other,,Bachelor’s degree,5-10 years,Python,0-49 employees,3-4,MySQL 
196,25-29,Man,Other,,Bachelor’s degree,5-10 years,Python,0-49 employees,3-4, PostgreSQL 
196,25-29,Man,Other,,Bachelor’s degree,5-10 years,Python,0-49 employees,3-4, SQLite 
196,25-29,Man,Other,,Bachelor’s degree,5-10 years,Python,0-49 employees,3-4, Google Cloud BigQuery 
196,25-29,Man,Other,,Bachelor’s degree,5-10 years,Python,0-49 employees,3-4, Google Cloud SQL 
196,25-29,Man,Other,,Bachelor’s degree,5-10 years,Python,0-49 employees,3-4, Google Cloud Firestore 
196,25-29,Man,Other,,Bachelor’s degree,5-10 years,Python,0-49 employees,3-4, Google Cloud BigTable 
197,35-39,Man,India,Asia,Master’s degree,10-20 years,Python,"1000-9,999 employees",20+, None
198,45-49,Man,India,Asia,Bachelor’s degree,10-20 years,Python,0-49 employees,3-4,MySQL 
198,45-49,Man,India,Asia,Bachelor’s degree,10-20 years,Python,0-49 employees,3-4, PostgreSQL 
198,45-49,Man,India,Asia,Bachelor’s degree,10-20 years,Python,0-49 employees,3-4, SQLite 
198,45-49,Man,India,Asia,Bachelor’s degree,10-20 years,Python,0-49 employees,3-4, MongoDB 
199,30-34,Man,United States of America,América del Norte,Bachelor’s degree,< 1 years,Python,0-49 employees,1-2,
200,22-24,Man,India,Asia,Bachelor’s degree,1-3 years,Python,0-49 employees,1-2,
201,30-34,Man,Other,,Master’s degree,1-3 years,SQL,"1000-9,999 employees",5-9,
202,35-39,Man,Indonesia,Asia,Master’s degree,1-3 years,Python,"1000-9,999 employees",3-4,MySQL 
202,35-39,Man,Indonesia,Asia,Master’s degree,1-3 years,Python,"1000-9,999 employees",3-4, Microsoft Azure Cosmos DB 
203,25-29,Man,China,Asia,Master’s degree,3-5 years,Python,"1000-9,999 employees",5-9,MySQL 
204,22-24,Man,Pakistan,Asia,Master’s degree,< 1 years,Python,0-49 employees,10-14, None
205,35-39,Man,Other,,Master’s degree,10-20 years,Python,0-49 employees,3-4,
206,40-44,Woman,United States of America,América del Norte,Master’s degree,1-3 years,Python,"1000-9,999 employees",10-14, None
207,30-34,Man,United States of America,América del Norte,Bachelor’s degree,I have never written code,,0-49 employees,3-4,
208,30-34,Man,Other,,Master’s degree,3-5 years,Python,250-999 employees,1-2,
209,25-29,Man,United Kingdom of Great Britain and Northern Ireland,Europa,Master’s degree,3-5 years,Python,"1000-9,999 employees",5-9,
210,18-21,Woman,India,Asia,Some college/university study without earning a bachelor’s degree,3-5 years,Python,"10,000 or more employees",5-9,MySQL 
210,18-21,Woman,India,Asia,Some college/university study without earning a bachelor’s degree,3-5 years,Python,"10,000 or more employees",5-9, Amazon DynamoDB 
211,30-34,Man,South Africa,África,Bachelor’s degree,3-5 years,Python,0-49 employees,3-4,
212,25-29,Man,Hong Kong (S.A.R.),Asia,Master’s degree,1-3 years,Python,250-999 employees,5-9, SQLite 
213,25-29,Man,India,Asia,Master’s degree,1-3 years,Python,0-49 employees,3-4,
214,35-39,Man,Saudi Arabia,Asia,Master’s degree,< 1 years,Python,50-249 employees,3-4, PostgreSQL 
215,22-24,Man,India,Asia,Master’s degree,I have never written code,,0-49 employees,1-2,
216,25-29,Woman,Nigeria,África,Bachelor’s degree,< 1 years,Python,"1000-9,999 employees",20+,
217,40-44,Man,Other,,Bachelor’s degree,20+ years,Python,"1000-9,999 employees",0, Microsoft SQL Server 
218,22-24,Man,Pakistan,Asia,Bachelor’s degree,< 1 years,Python,50-249 employees,3-4,MySQL 
218,22-24,Man,Pakistan,Asia,Bachelor’s degree,< 1 years,Python,50-249 employees,3-4, Microsoft SQL Server 
219,30-34,Man,United States of America,América del Norte,Some college/university study without earning a bachelor’s degree,1-3 years,Python,"1000-9,999 employees",1-2,MySQL 
219,30-34,Man,United States of America,América del Norte,Some college/university study without earning a bachelor’s degree,1-3 years,Python,"1000-9,999 employees",1-2, PostgreSQL 
219,30-34,Man,United States of America,América del Norte,Some college/university study without earning a bachelor’s degree,1-3 years,Python,"1000-9,999 employees",1-2, MongoDB 
220,25-29,Man,Egypt,África,Bachelor’s degree,< 1 years,SQL,250-999 employees,5-9, Microsoft SQL Server 
221,22-24,Man,Poland,Europa,Master’s degree,1-3 years,Python,"10,000 or more employees",1-2,
222,25-29,Man,Ecuador,América del Sur,Bachelor’s degree,< 1 years,Python,"10,000 or more employees",10-14,
223,30-34,Man,Kenya,África,Master’s degree,1-3 years,Python,"1000-9,999 employees",1-2,
224,30-34,Man,Nigeria,África,Master’s degree,3-5 years,Python,0-49 employees,20+,
225,30-34,Man,United States of America,América del Norte,Bachelor’s degree,3-5 years,SQL,"1000-9,999 employees",5-9, Microsoft SQL Server 
226,30-34,Man,Bangladesh,Asia,Some college/university study without earning a bachelor’s degree,< 1 years,Java,50-249 employees,1-2, Microsoft SQL Server 
226,30-34,Man,Bangladesh,Asia,Some college/university study without earning a bachelor’s degree,< 1 years,Java,50-249 employees,1-2, Google Cloud Firestore 
226,30-34,Man,Bangladesh,Asia,Some college/university study without earning a bachelor’s degree,< 1 years,Java,50-249 employees,1-2, Google Cloud BigTable 
227,30-34,Man,France,Europa,Master’s degree,10-20 years,Python,50-249 employees,1-2,MySQL 
227,30-34,Man,France,Europa,Master’s degree,10-20 years,Python,50-249 employees,1-2, PostgreSQL 
227,30-34,Man,France,Europa,Master’s degree,10-20 years,Python,50-249 employees,1-2, MongoDB 
228,35-39,Prefer not to say,Malaysia,Asia,Master’s degree,1-3 years,Javascript,250-999 employees,1-2, Oracle Database 
228,35-39,Prefer not to say,Malaysia,Asia,Master’s degree,1-3 years,Javascript,250-999 employees,1-2, Microsoft SQL Server 
229,22-24,Woman,China,Asia,Bachelor’s degree,< 1 years,Python,0-49 employees,5-9,
230,25-29,Man,Taiwan,Asia,Bachelor’s degree,1-3 years,SQL,250-999 employees,5-9, None
231,25-29,Man,India,Asia,Bachelor’s degree,I have never written code,,50-249 employees,3-4,
232,25-29,Man,Kenya,África,Bachelor’s degree,1-3 years,Python,0-49 employees,0,
233,25-29,Man,United States of America,América del Norte,Master’s degree,5-10 years,Python,50-249 employees,1-2,
234,25-29,Man,Russia,Asia,Master’s degree,1-3 years,Python,,,
235,18-21,Man,India,Asia,Bachelor’s degree,< 1 years,Python,0-49 employees,5-9, Microsoft SQL Server 
236,35-39,Man,India,Asia,Master’s degree,1-3 years,Python,0-49 employees,0,
237,18-21,Man,Russia,Asia,Master’s degree,< 1 years,SQL,50-249 employees,3-4, Google Cloud BigTable 
238,25-29,Man,India,Asia,Master’s degree,< 1 years,Python,0-49 employees,0,
239,30-34,Man,India,Asia,Bachelor’s degree,5-10 years,Python,"10,000 or more employees",20+, Microsoft SQL Server 
240,35-39,Man,Singapore,Asia,Bachelor’s degree,10-20 years,SQL,"1000-9,999 employees",20+,MySQL 
240,35-39,Man,Singapore,Asia,Bachelor’s degree,10-20 years,SQL,"1000-9,999 employees",20+, PostgreSQL 
240,35-39,Man,Singapore,Asia,Bachelor’s degree,10-20 years,SQL,"1000-9,999 employees",20+, MongoDB 
240,35-39,Man,Singapore,Asia,Bachelor’s degree,10-20 years,SQL,"1000-9,999 employees",20+, Microsoft SQL Server 
240,35-39,Man,Singapore,Asia,Bachelor’s degree,10-20 years,SQL,"1000-9,999 employees",20+, Microsoft Azure Cosmos DB 
241,30-34,Man,United States of America,América del Norte,Bachelor’s degree,< 1 years,SQL,"1000-9,999 employees",20+, None
242,25-29,Man,Netherlands,Europa,Master’s degree,5-10 years,Python,"10,000 or more employees",20+,
243,25-29,Man,Ecuador,América del Sur,Master’s degree,1-3 years,Python,250-999 employees,3-4,
244,50-54,Man,Other,,Master’s degree,20+ years,R,0-49 employees,1-2, None
245,25-29,Man,Russia,Asia,Master’s degree,< 1 years,Python,250-999 employees,1-2,
246,25-29,Woman,Poland,Europa,Master’s degree,< 1 years,Python,0-49 employees,1-2,
247,30-34,Woman,Egypt,África,Master’s degree,1-3 years,Python,0-49 employees,0,
248,40-44,Man,France,Europa,Master’s degree,< 1 years,Python,,,
249,30-34,Man,Nigeria,África,Master’s degree,< 1 years,R,0-49 employees,0,
250,40-44,Woman,Brazil,América del Sur,Doctoral degree,20+ years,Python,250-999 employees,1-2,
251,30-34,Man,Switzerland,Europa,Master’s degree,5-10 years,SQL,"10,000 or more employees",20+,
252,25-29,Woman,India,Asia,Master’s degree,1-3 years,Python,50-249 employees,20+,
253,45-49,Man,Peru,América del Sur,Bachelor’s degree,5-10 years,Python,0-49 employees,1-2,MySQL 
253,45-49,Man,Peru,América del Sur,Bachelor’s degree,5-10 years,Python,0-49 employees,1-2, SQLite 
253,45-49,Man,Peru,América del Sur,Bachelor’s degree,5-10 years,Python,0-49 employees,1-2, Microsoft SQL Server 
254,30-34,Man,Pakistan,Asia,Bachelor’s degree,I have never written code,,"1000-9,999 employees",5-9,
255,35-39,Man,Nigeria,África,Bachelor’s degree,1-3 years,Python,"1000-9,999 employees",3-4,MySQL 
255,35-39,Man,Nigeria,África,Bachelor’s degree,1-3 years,Python,"1000-9,999 employees",3-4, PostgreSQL 
256,40-44,Man,Spain,Europa,Master’s degree,10-20 years,Python,250-999 employees,3-4, MongoDB 
256,40-44,Man,Spain,Europa,Master’s degree,10-20 years,Python,250-999 employees,3-4, Microsoft SQL Server 
256,40-44,Man,Spain,Europa,Master’s degree,10-20 years,Python,250-999 employees,3-4, Microsoft Azure SQL Database 
257,25-29,Woman,United States of America,América del Norte,Master’s degree,< 1 years,Python,"10,000 or more employees",0, Google Cloud Spanner 
257,25-29,Woman,United States of America,América del Norte,Master’s degree,< 1 years,Python,"10,000 or more employees",0, Other
258,22-24,Woman,Egypt,África,Bachelor’s degree,3-5 years,Python,250-999 employees,5-9,
259,55-59,Man,Italy,Europa,No formal education past high school,3-5 years,SQL,"1000-9,999 employees",20+,
260,40-44,Man,Brazil,América del Sur,Doctoral degree,< 1 years,R,"1000-9,999 employees",0,
261,25-29,Man,India,Asia,Bachelor’s degree,< 1 years,Python,"10,000 or more employees",5-9,
262,35-39,Man,Other,,Master’s degree,1-3 years,Python,"10,000 or more employees",1-2,
263,40-44,Woman,Egypt,África,Professional doctorate,10-20 years,Python,0-49 employees,5-9, None
264,22-24,Man,India,Asia,Bachelor’s degree,1-3 years,Python,"10,000 or more employees",0,
265,30-34,Woman,India,Asia,Doctoral degree,3-5 years,Python,0-49 employees,5-9,MySQL 
265,30-34,Woman,India,Asia,Doctoral degree,3-5 years,Python,0-49 employees,5-9, SQLite 
265,30-34,Woman,India,Asia,Doctoral degree,3-5 years,Python,0-49 employees,5-9, Oracle Database 
265,30-34,Woman,India,Asia,Doctoral degree,3-5 years,Python,0-49 employees,5-9, MongoDB 
266,22-24,Man,India,Asia,Bachelor’s degree,< 1 years,Python,50-249 employees,1-2,MySQL 
266,22-24,Man,India,Asia,Bachelor’s degree,< 1 years,Python,50-249 employees,1-2, MongoDB 
266,22-24,Man,India,Asia,Bachelor’s degree,< 1 years,Python,50-249 employees,1-2, Google Cloud SQL 
267,25-29,Woman,India,Asia,I prefer not to answer,< 1 years,Python,0-49 employees,0,
268,18-21,Man,India,Asia,Bachelor’s degree,< 1 years,Python,,,
269,22-24,Woman,India,Asia,Bachelor’s degree,1-3 years,Python,"1000-9,999 employees",10-14,MySQL 
269,22-24,Woman,India,Asia,Bachelor’s degree,1-3 years,Python,"1000-9,999 employees",10-14, MongoDB 
270,30-34,Man,India,Asia,Bachelor’s degree,5-10 years,Python,50-249 employees,3-4,MySQL 
270,30-34,Man,India,Asia,Bachelor’s degree,5-10 years,Python,50-249 employees,3-4, Snowflake 
270,30-34,Man,India,Asia,Bachelor’s degree,5-10 years,Python,50-249 employees,3-4, Amazon RDS 
271,30-34,Man,United States of America,América del Norte,Master’s degree,< 1 years,Python,"1000-9,999 employees",1-2,MySQL 
271,30-34,Man,United States of America,América del Norte,Master’s degree,< 1 years,Python,"1000-9,999 employees",1-2, Microsoft SQL Server 
272,18-21,Man,India,Asia,Bachelor’s degree,1-3 years,Python,50-249 employees,,
273,35-39,Man,Germany,Europa,Master’s degree,1-3 years,SQL,"10,000 or more employees",1-2, Microsoft SQL Server 
274,30-34,Man,Other,,Master’s degree,< 1 years,Python,250-999 employees,10-14, Oracle Database 
275,25-29,Prefer not to say,Poland,Europa,Master’s degree,3-5 years,Python,"1000-9,999 employees",0,
276,30-34,Man,Hong Kong (S.A.R.),Asia,Master’s degree,10-20 years,Python,"10,000 or more employees",1-2,
277,18-21,Man,Nigeria,África,Master’s degree,3-5 years,Python,0-49 employees,1-2,MySQL 
278,18-21,Man,India,Asia,Bachelor’s degree,1-3 years,Python,0-49 employees,1-2,
279,30-34,Man,India,Asia,Master’s degree,I have never written code,,250-999 employees,1-2,
280,60-69,Man,United States of America,América del Norte,Bachelor’s degree,< 1 years,Python,0-49 employees,1-2,MySQL 
281,22-24,Woman,South Korea,Asia,I prefer not to answer,< 1 years,Python,0-49 employees,0,
282,22-24,Man,Romania,Europa,Bachelor’s degree,3-5 years,Python,"10,000 or more employees",20+, Other
283,25-29,Woman,United States of America,América del Norte,Master’s degree,5-10 years,R,50-249 employees,3-4,
284,22-24,Woman,India,Asia,I prefer not to answer,< 1 years,Python,"1000-9,999 employees",0,MySQL 
285,25-29,Man,India,Asia,Bachelor’s degree,I have never written code,,0-49 employees,0,
286,25-29,Man,India,Asia,Master’s degree,1-3 years,Python,0-49 employees,3-4,
287,25-29,Man,Poland,Europa,Master’s degree,1-3 years,R,"10,000 or more employees",20+,
288,18-21,Man,Viet Nam,Asia,I prefer not to answer,1-3 years,Python,50-249 employees,5-9,
289,25-29,Man,India,Asia,Master’s degree,3-5 years,R,0-49 employees,0,
290,22-24,Man,Tunisia,África,Master’s degree,3-5 years,Python,250-999 employees,1-2,
291,22-24,Woman,India,Asia,Master’s degree,< 1 years,Python,"10,000 or more employees",0,MySQL 
292,18-21,Man,India,Asia,Master’s degree,3-5 years,Python,"10,000 or more employees",20+,MySQL 
292,18-21,Man,India,Asia,Master’s degree,3-5 years,Python,"10,000 or more employees",20+, PostgreSQL 
292,18-21,Man,India,Asia,Master’s degree,3-5 years,Python,"10,000 or more employees",20+, Oracle Database 
292,18-21,Man,India,Asia,Master’s degree,3-5 years,Python,"10,000 or more employees",20+, Microsoft Azure Cosmos DB 
293,22-24,Man,United States of America,América del Norte,Bachelor’s degree,5-10 years,Python,0-49 employees,1-2,
