,age,gender,q3,continente,q4,q6,q9,q21,q22
109,18-21,Woman,India,Asia,Bachelor’s degree,< 1 years,Visual Studio Code (VSCode) ,0-49 employees,0
109,18-21,Woman,India,Asia,Bachelor’s degree,< 1 years, Notepad++,0-49 employees,0
109,18-21,Woman,India,Asia,Bachelor’s degree,< 1 years,Jupyter Notebook,0-49 employees,0
110,60-69,Prefer not to say,United States of America,América del Norte,Master’s degree,I have never written code,,"10,000 or more employees",5-9
111,22-24,Woman,India,Asia,Bachelor’s degree,1-3 years,Jupyter Notebook,"1000-9,999 employees",20+
112,22-24,Man,India,Asia,Bachelor’s degree,3-5 years,Visual Studio Code (VSCode) ,"1000-9,999 employees",20+
112,22-24,Man,India,Asia,Bachelor’s degree,3-5 years, Spyder,"1000-9,999 employees",20+
112,22-24,Man,India,Asia,Bachelor’s degree,3-5 years,Jupyter Notebook,"1000-9,999 employees",20+
113,45-49,Man,Spain,Europa,Bachelor’s degree,5-10 years, Notepad++,"1000-9,999 employees",20+
113,45-49,Man,Spain,Europa,Bachelor’s degree,5-10 years,Jupyter Notebook,"1000-9,999 employees",20+
114,22-24,Man,Brazil,América del Sur,Bachelor’s degree,1-3 years,Jupyter-JupyterLab-JupyterNotebooks ,50-249 employees,1-2
115,40-44,Man,Ukraine,Europa,Master’s degree,3-5 years, Other,0-49 employees,1-2
116,18-21,Man,India,Asia,Bachelor’s degree,< 1 years,PyCharm ,,
116,18-21,Man,India,Asia,Bachelor’s degree,< 1 years,Jupyter Notebook,,
117,22-24,Woman,India,Asia,Master’s degree,1-3 years,Visual Studio ,50-249 employees,20+
117,22-24,Woman,India,Asia,Master’s degree,1-3 years,Visual Studio Code (VSCode) ,50-249 employees,20+
118,30-34,Man,South Korea,Asia,Some college/university study without earning a bachelor’s degree,1-3 years,Jupyter-JupyterLab-JupyterNotebooks ,50-249 employees,20+
118,30-34,Man,South Korea,Asia,Some college/university study without earning a bachelor’s degree,1-3 years,PyCharm ,50-249 employees,20+
119,25-29,Man,Singapore,Asia,Bachelor’s degree,1-3 years,Visual Studio Code (VSCode) ,"1000-9,999 employees",5-9
119,25-29,Man,Singapore,Asia,Bachelor’s degree,1-3 years,Jupyter Notebook,"1000-9,999 employees",5-9
120,22-24,Woman,Pakistan,Asia,Master’s degree,< 1 years,Jupyter-JupyterLab-JupyterNotebooks ,50-249 employees,3-4
121,22-24,Man,Egypt,África,Bachelor’s degree,< 1 years,Visual Studio ,50-249 employees,3-4
121,22-24,Man,Egypt,África,Bachelor’s degree,< 1 years,Visual Studio Code (VSCode) ,50-249 employees,3-4
121,22-24,Man,Egypt,África,Bachelor’s degree,< 1 years,PyCharm ,50-249 employees,3-4
121,22-24,Man,Egypt,África,Bachelor’s degree,< 1 years,Jupyter Notebook,50-249 employees,3-4
122,22-24,Man,China,Asia,Some college/university study without earning a bachelor’s degree,1-3 years, Spyder,0-49 employees,1-2
122,22-24,Man,China,Asia,Some college/university study without earning a bachelor’s degree,1-3 years,Jupyter Notebook,0-49 employees,1-2
123,30-34,Man,Nigeria,África,Bachelor’s degree,< 1 years,RStudio ,50-249 employees,1-2
123,30-34,Man,Nigeria,África,Bachelor’s degree,< 1 years,Visual Studio ,50-249 employees,1-2
123,30-34,Man,Nigeria,África,Bachelor’s degree,< 1 years,Jupyter Notebook,50-249 employees,1-2
124,18-21,Woman,India,Asia,Bachelor’s degree,3-5 years,Jupyter-JupyterLab-JupyterNotebooks ,0-49 employees,0
124,18-21,Woman,India,Asia,Bachelor’s degree,3-5 years,Visual Studio Code (VSCode) ,0-49 employees,0
124,18-21,Woman,India,Asia,Bachelor’s degree,3-5 years, Notepad++,0-49 employees,0
124,18-21,Woman,India,Asia,Bachelor’s degree,3-5 years, Sublime Text,0-49 employees,0
124,18-21,Woman,India,Asia,Bachelor’s degree,3-5 years,MATLAB ,0-49 employees,0
124,18-21,Woman,India,Asia,Bachelor’s degree,3-5 years,Jupyter Notebook,0-49 employees,0
125,30-34,Woman,Germany,Europa,Master’s degree,< 1 years, None,"10,000 or more employees",20+
126,25-29,Man,Nigeria,África,Bachelor’s degree,< 1 years,Jupyter-JupyterLab-JupyterNotebooks ,50-249 employees,3-4
126,25-29,Man,Nigeria,África,Bachelor’s degree,< 1 years,RStudio ,50-249 employees,3-4
126,25-29,Man,Nigeria,África,Bachelor’s degree,< 1 years, Spyder,50-249 employees,3-4
126,25-29,Man,Nigeria,África,Bachelor’s degree,< 1 years,Jupyter Notebook,50-249 employees,3-4
127,35-39,Woman,South Africa,África,Bachelor’s degree,3-5 years,Jupyter Notebook,0-49 employees,0
128,35-39,Man,Netherlands,Europa,Master’s degree,1-3 years,RStudio ,250-999 employees,1-2
129,35-39,Man,Brazil,América del Sur,Bachelor’s degree,10-20 years,PyCharm ,250-999 employees,10-14
129,35-39,Man,Brazil,América del Sur,Bachelor’s degree,10-20 years, Notepad++,250-999 employees,10-14
129,35-39,Man,Brazil,América del Sur,Bachelor’s degree,10-20 years,Jupyter Notebook,250-999 employees,10-14
130,18-21,Woman,India,Asia,Bachelor’s degree,1-3 years, Sublime Text,0-49 employees,0
130,18-21,Woman,India,Asia,Bachelor’s degree,1-3 years,Jupyter Notebook,0-49 employees,0
131,50-54,Woman,United States of America,América del Norte,Master’s degree,20+ years, Spyder,"10,000 or more employees",20+
131,50-54,Woman,United States of America,América del Norte,Master’s degree,20+ years, Vim / Emacs,"10,000 or more employees",20+
132,25-29,Man,United States of America,América del Norte,Bachelor’s degree,1-3 years,Jupyter-JupyterLab-JupyterNotebooks ,50-249 employees,5-9
132,25-29,Man,United States of America,América del Norte,Bachelor’s degree,1-3 years,Jupyter Notebook,50-249 employees,5-9
133,35-39,Man,Egypt,África,Master’s degree,1-3 years,Visual Studio Code (VSCode) ,0-49 employees,3-4
133,35-39,Man,Egypt,África,Master’s degree,1-3 years, Notepad++,0-49 employees,3-4
133,35-39,Man,Egypt,África,Master’s degree,1-3 years,Jupyter Notebook,0-49 employees,3-4
134,50-54,Man,Japan,Asia,Master’s degree,20+ years,Jupyter-JupyterLab-JupyterNotebooks ,50-249 employees,5-9
134,50-54,Man,Japan,Asia,Master’s degree,20+ years,RStudio ,50-249 employees,5-9
135,22-24,Man,United Kingdom of Great Britain and Northern Ireland,Europa,Bachelor’s degree,1-3 years,Jupyter-JupyterLab-JupyterNotebooks ,"10,000 or more employees",20+
136,35-39,Nonbinary,India,Asia,Bachelor’s degree,< 1 years, Other,"10,000 or more employees",5-9
137,30-34,Woman,India,Asia,Doctoral degree,< 1 years,Jupyter Notebook,0-49 employees,1-2
138,18-21,Man,India,Asia,Bachelor’s degree,1-3 years,Jupyter Notebook,"1000-9,999 employees",3-4
139,30-34,Man,India,Asia,Bachelor’s degree,1-3 years,RStudio ,50-249 employees,5-9
139,30-34,Man,India,Asia,Bachelor’s degree,1-3 years,Visual Studio Code (VSCode) ,50-249 employees,5-9
139,30-34,Man,India,Asia,Bachelor’s degree,1-3 years,PyCharm ,50-249 employees,5-9
139,30-34,Man,India,Asia,Bachelor’s degree,1-3 years, Spyder,50-249 employees,5-9
139,30-34,Man,India,Asia,Bachelor’s degree,1-3 years,Jupyter Notebook,50-249 employees,5-9
140,25-29,Man,Colombia,América del Sur,Master’s degree,1-3 years,Visual Studio ,250-999 employees,15-19
141,60-69,Man,Mexico,América del Sur,Master’s degree,5-10 years,RStudio ,"10,000 or more employees",20+
142,40-44,Man,Saudi Arabia,Asia,Doctoral degree,3-5 years,RStudio ,250-999 employees,10-14
142,40-44,Man,Saudi Arabia,Asia,Doctoral degree,3-5 years,PyCharm ,250-999 employees,10-14
142,40-44,Man,Saudi Arabia,Asia,Doctoral degree,3-5 years,Jupyter Notebook,250-999 employees,10-14
143,22-24,Man,Mexico,América del Sur,Bachelor’s degree,1-3 years,PyCharm ,0-49 employees,15-19
143,22-24,Man,Mexico,América del Sur,Bachelor’s degree,1-3 years, Spyder,0-49 employees,15-19
143,22-24,Man,Mexico,América del Sur,Bachelor’s degree,1-3 years,Jupyter Notebook,0-49 employees,15-19
144,40-44,Man,France,Europa,Master’s degree,< 1 years,Jupyter-JupyterLab-JupyterNotebooks ,0-49 employees,1-2
144,40-44,Man,France,Europa,Master’s degree,< 1 years,RStudio ,0-49 employees,1-2
144,40-44,Man,France,Europa,Master’s degree,< 1 years,Jupyter Notebook,0-49 employees,1-2
145,18-21,Man,Japan,Asia,Bachelor’s degree,< 1 years,Jupyter Notebook,,
146,25-29,Woman,Turkey,África,Master’s degree,1-3 years,RStudio ,"10,000 or more employees",20+
146,25-29,Woman,Turkey,África,Master’s degree,1-3 years,Visual Studio Code (VSCode) ,"10,000 or more employees",20+
146,25-29,Woman,Turkey,África,Master’s degree,1-3 years, Notepad++,"10,000 or more employees",20+
146,25-29,Woman,Turkey,África,Master’s degree,1-3 years,Jupyter Notebook,"10,000 or more employees",20+
147,18-21,Man,Turkey,África,Bachelor’s degree,I have never written code,,0-49 employees,1-2
148,30-34,Man,India,Asia,Master’s degree,1-3 years,Jupyter-JupyterLab-JupyterNotebooks ,50-249 employees,3-4
148,30-34,Man,India,Asia,Master’s degree,1-3 years, Spyder,50-249 employees,3-4
149,35-39,Man,France,Europa,Doctoral degree,20+ years,Jupyter-JupyterLab-JupyterNotebooks ,"10,000 or more employees",20+
149,35-39,Man,France,Europa,Doctoral degree,20+ years,RStudio ,"10,000 or more employees",20+
149,35-39,Man,France,Europa,Doctoral degree,20+ years, Spyder,"10,000 or more employees",20+
149,35-39,Man,France,Europa,Doctoral degree,20+ years, Notepad++,"10,000 or more employees",20+
149,35-39,Man,France,Europa,Doctoral degree,20+ years,Jupyter Notebook,"10,000 or more employees",20+
150,25-29,Man,Japan,Asia,Bachelor’s degree,1-3 years,Jupyter Notebook,"1000-9,999 employees",20+
151,60-69,Man,United States of America,América del Norte,Master’s degree,10-20 years, Spyder,"10,000 or more employees",0
151,60-69,Man,United States of America,América del Norte,Master’s degree,10-20 years, Notepad++,"10,000 or more employees",0
152,30-34,Man,Argentina,América del Sur,Some college/university study without earning a bachelor’s degree,< 1 years, None,0-49 employees,0
153,25-29,Man,Ghana,África,I prefer not to answer,10-20 years,Jupyter-JupyterLab-JupyterNotebooks ,250-999 employees,3-4
153,25-29,Man,Ghana,África,I prefer not to answer,10-20 years, Vim / Emacs,250-999 employees,3-4
153,25-29,Man,Ghana,África,I prefer not to answer,10-20 years,Jupyter Notebook,250-999 employees,3-4
154,22-24,Man,India,Asia,Master’s degree,1-3 years,Visual Studio Code (VSCode) ,"1000-9,999 employees",20+
154,22-24,Man,India,Asia,Master’s degree,1-3 years,PyCharm ,"1000-9,999 employees",20+
154,22-24,Man,India,Asia,Master’s degree,1-3 years, Notepad++,"1000-9,999 employees",20+
154,22-24,Man,India,Asia,Master’s degree,1-3 years,Jupyter Notebook,"1000-9,999 employees",20+
155,25-29,Man,India,Asia,Bachelor’s degree,1-3 years,PyCharm ,"10,000 or more employees",0
155,25-29,Man,India,Asia,Bachelor’s degree,1-3 years, Notepad++,"10,000 or more employees",0
155,25-29,Man,India,Asia,Bachelor’s degree,1-3 years,Jupyter Notebook,"10,000 or more employees",0
156,22-24,Man,India,Asia,Bachelor’s degree,3-5 years,Jupyter-JupyterLab-JupyterNotebooks ,"1000-9,999 employees",3-4
156,22-24,Man,India,Asia,Bachelor’s degree,3-5 years,RStudio ,"1000-9,999 employees",3-4
156,22-24,Man,India,Asia,Bachelor’s degree,3-5 years,Visual Studio ,"1000-9,999 employees",3-4
156,22-24,Man,India,Asia,Bachelor’s degree,3-5 years,Visual Studio Code (VSCode) ,"1000-9,999 employees",3-4
156,22-24,Man,India,Asia,Bachelor’s degree,3-5 years,PyCharm ,"1000-9,999 employees",3-4
156,22-24,Man,India,Asia,Bachelor’s degree,3-5 years, Spyder,"1000-9,999 employees",3-4
156,22-24,Man,India,Asia,Bachelor’s degree,3-5 years, Notepad++,"1000-9,999 employees",3-4
156,22-24,Man,India,Asia,Bachelor’s degree,3-5 years, Sublime Text,"1000-9,999 employees",3-4
156,22-24,Man,India,Asia,Bachelor’s degree,3-5 years, Vim / Emacs,"1000-9,999 employees",3-4
156,22-24,Man,India,Asia,Bachelor’s degree,3-5 years,MATLAB ,"1000-9,999 employees",3-4
156,22-24,Man,India,Asia,Bachelor’s degree,3-5 years,Jupyter Notebook,"1000-9,999 employees",3-4
157,55-59,Man,Morocco,África,Bachelor’s degree,10-20 years,RStudio ,0-49 employees,0
157,55-59,Man,Morocco,África,Bachelor’s degree,10-20 years,Visual Studio Code (VSCode) ,0-49 employees,0
157,55-59,Man,Morocco,África,Bachelor’s degree,10-20 years,PyCharm ,0-49 employees,0
157,55-59,Man,Morocco,África,Bachelor’s degree,10-20 years, Sublime Text,0-49 employees,0
157,55-59,Man,Morocco,África,Bachelor’s degree,10-20 years,Jupyter Notebook,0-49 employees,0
158,18-21,Woman,India,Asia,Bachelor’s degree,1-3 years, Other,,
159,25-29,Man,Other,,Bachelor’s degree,3-5 years,Visual Studio Code (VSCode) ,,
159,25-29,Man,Other,,Bachelor’s degree,3-5 years,Jupyter Notebook,,
160,22-24,Woman,United States of America,América del Norte,Master’s degree,< 1 years,Visual Studio ,,
160,22-24,Woman,United States of America,América del Norte,Master’s degree,< 1 years,PyCharm ,,
160,22-24,Woman,United States of America,América del Norte,Master’s degree,< 1 years, Spyder,,
160,22-24,Woman,United States of America,América del Norte,Master’s degree,< 1 years, Notepad++,,
160,22-24,Woman,United States of America,América del Norte,Master’s degree,< 1 years,Jupyter Notebook,,
161,30-34,Man,India,Asia,Master’s degree,I have never written code,,"1000-9,999 employees",20+
162,22-24,Woman,India,Asia,Master’s degree,< 1 years,RStudio ,250-999 employees,5-9
163,30-34,Man,China,Asia,Master’s degree,5-10 years,Jupyter-JupyterLab-JupyterNotebooks ,"10,000 or more employees",20+
163,30-34,Man,China,Asia,Master’s degree,5-10 years,Visual Studio Code (VSCode) ,"10,000 or more employees",20+
163,30-34,Man,China,Asia,Master’s degree,5-10 years,Jupyter Notebook,"10,000 or more employees",20+
164,25-29,Man,India,Asia,Master’s degree,< 1 years,Visual Studio Code (VSCode) ,0-49 employees,1-2
165,18-21,Man,Japan,Asia,Some college/university study without earning a bachelor’s degree,I have never written code,,0-49 employees,0
166,25-29,Man,Spain,Europa,Some college/university study without earning a bachelor’s degree,3-5 years,PyCharm ,250-999 employees,10-14
167,25-29,Man,China,Asia,Master’s degree,1-3 years,Jupyter Notebook,"10,000 or more employees",3-4
168,25-29,Man,India,Asia,Master’s degree,I have never written code,,"10,000 or more employees",3-4
169,30-34,Man,Egypt,África,Bachelor’s degree,< 1 years, Sublime Text,"1000-9,999 employees",20+
169,30-34,Man,Egypt,África,Bachelor’s degree,< 1 years,Jupyter Notebook,"1000-9,999 employees",20+
170,22-24,Man,Poland,Europa,Master’s degree,< 1 years,Visual Studio Code (VSCode) ,"10,000 or more employees",20+
170,22-24,Man,Poland,Europa,Master’s degree,< 1 years,Jupyter Notebook,"10,000 or more employees",20+
171,22-24,Man,Thailand,Asia,Bachelor’s degree,< 1 years,RStudio ,0-49 employees,
171,22-24,Man,Thailand,Asia,Bachelor’s degree,< 1 years,Visual Studio Code (VSCode) ,0-49 employees,
171,22-24,Man,Thailand,Asia,Bachelor’s degree,< 1 years,PyCharm ,0-49 employees,
171,22-24,Man,Thailand,Asia,Bachelor’s degree,< 1 years,Jupyter Notebook,0-49 employees,
172,22-24,Man,India,Asia,Bachelor’s degree,1-3 years,Jupyter-JupyterLab-JupyterNotebooks ,"1000-9,999 employees",20+
172,22-24,Man,India,Asia,Bachelor’s degree,1-3 years, Spyder,"1000-9,999 employees",20+
172,22-24,Man,India,Asia,Bachelor’s degree,1-3 years, Notepad++,"1000-9,999 employees",20+
172,22-24,Man,India,Asia,Bachelor’s degree,1-3 years,Jupyter Notebook,"1000-9,999 employees",20+
173,22-24,Man,Mexico,América del Sur,Some college/university study without earning a bachelor’s degree,1-3 years,RStudio ,"10,000 or more employees",1-2
173,22-24,Man,Mexico,América del Sur,Some college/university study without earning a bachelor’s degree,1-3 years, Spyder,"10,000 or more employees",1-2
173,22-24,Man,Mexico,América del Sur,Some college/university study without earning a bachelor’s degree,1-3 years, Vim / Emacs,"10,000 or more employees",1-2
173,22-24,Man,Mexico,América del Sur,Some college/university study without earning a bachelor’s degree,1-3 years,Jupyter Notebook,"10,000 or more employees",1-2
174,30-34,Man,India,Asia,Master’s degree,< 1 years, Spyder,"10,000 or more employees",20+
174,30-34,Man,India,Asia,Master’s degree,< 1 years,Jupyter Notebook,"10,000 or more employees",20+
175,25-29,Man,India,Asia,Master’s degree,< 1 years,Jupyter Notebook,250-999 employees,1-2
176,35-39,Man,Other,,Bachelor’s degree,1-3 years,Visual Studio Code (VSCode) ,0-49 employees,0
176,35-39,Man,Other,,Bachelor’s degree,1-3 years,PyCharm ,0-49 employees,0
176,35-39,Man,Other,,Bachelor’s degree,1-3 years, Spyder,0-49 employees,0
176,35-39,Man,Other,,Bachelor’s degree,1-3 years,Jupyter Notebook,0-49 employees,0
177,35-39,Woman,Egypt,África,Bachelor’s degree,< 1 years,Jupyter Notebook,0-49 employees,0
178,40-44,Man,France,Europa,Master’s degree,3-5 years,Jupyter-JupyterLab-JupyterNotebooks ,,
178,40-44,Man,France,Europa,Master’s degree,3-5 years,Visual Studio ,,
178,40-44,Man,France,Europa,Master’s degree,3-5 years, Spyder,,
178,40-44,Man,France,Europa,Master’s degree,3-5 years,Jupyter Notebook,,
179,25-29,Woman,Kenya,África,Master’s degree,< 1 years,Visual Studio Code (VSCode) ,0-49 employees,3-4
179,25-29,Woman,Kenya,África,Master’s degree,< 1 years,Jupyter Notebook,0-49 employees,3-4
180,40-44,Woman,Argentina,América del Sur,Master’s degree,< 1 years,RStudio ,0-49 employees,0
180,40-44,Woman,Argentina,América del Sur,Master’s degree,< 1 years,Visual Studio ,0-49 employees,0
181,35-39,Man,Switzerland,Europa,Bachelor’s degree,1-3 years,RStudio ,250-999 employees,3-4
181,35-39,Man,Switzerland,Europa,Bachelor’s degree,1-3 years,Visual Studio Code (VSCode) ,250-999 employees,3-4
181,35-39,Man,Switzerland,Europa,Bachelor’s degree,1-3 years,Jupyter Notebook,250-999 employees,3-4
182,25-29,Man,India,Asia,Bachelor’s degree,I have never written code,,0-49 employees,3-4
183,18-21,Man,Morocco,África,I prefer not to answer,< 1 years,PyCharm ,,
183,18-21,Man,Morocco,África,I prefer not to answer,< 1 years, Spyder,,
183,18-21,Man,Morocco,África,I prefer not to answer,< 1 years,Jupyter Notebook,,
184,40-44,Man,Nigeria,África,Bachelor’s degree,1-3 years,PyCharm ,250-999 employees,1-2
184,40-44,Man,Nigeria,África,Bachelor’s degree,1-3 years, Spyder,250-999 employees,1-2
184,40-44,Man,Nigeria,África,Bachelor’s degree,1-3 years, Sublime Text,250-999 employees,1-2
184,40-44,Man,Nigeria,África,Bachelor’s degree,1-3 years,Jupyter Notebook,250-999 employees,1-2
185,30-34,Man,India,Asia,Master’s degree,< 1 years,Jupyter-JupyterLab-JupyterNotebooks ,0-49 employees,1-2
186,22-24,Woman,United States of America,América del Norte,Bachelor’s degree,< 1 years, None,50-249 employees,3-4
187,25-29,Man,Other,,Master’s degree,3-5 years,RStudio ,0-49 employees,1-2
187,25-29,Man,Other,,Master’s degree,3-5 years,Visual Studio ,0-49 employees,1-2
187,25-29,Man,Other,,Master’s degree,3-5 years,Visual Studio Code (VSCode) ,0-49 employees,1-2
187,25-29,Man,Other,,Master’s degree,3-5 years, Sublime Text,0-49 employees,1-2
